indicator,pitc_reduction_year,test_reduction,scenario,mean,median,upper_CI,lower_CI,future_variability,future_value
StartingART6to9,2025,75,absolute_dif,-2794.8263500000003,-2794.8263500000003,-2459.8659925000006,-3129.7867075,test_reduction_only,0
StartingART6to9,2025,75,baseline,17661.29455,17661.29455,18031.7831025,17290.8059975,test_reduction_only,0
StartingART6to9,2025,75,intervention,14866.4682,14866.4682,15571.91711,14161.01929,test_reduction_only,0
StartingART6to9,2025,75,percent_change,-15.876408473341247,-15.876408473341247,-13.646783502606194,-18.1060334440763,test_reduction_only,0
StartingART6to9,2025,100,absolute_dif,-10044.93735,-10044.93735,-9825.2358375,-10264.6388625,test_reduction_only,0
StartingART6to9,2025,100,baseline,17661.29455,17661.29455,18031.7831025,17290.8059975,test_reduction_only,0
StartingART6to9,2025,100,intervention,7616.3572,7616.3572,8206.547265,7026.167135,test_reduction_only,0
StartingART6to9,2025,100,percent_change,-56.932104920203,-56.932104920203,-54.4938439948359,-59.37036584557011,test_reduction_only,0
SWsexActs,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
SWsexActs,2025,0,baseline,8487000000,8487000000,8487682100,8486317900,test_reduction_only,0
SWsexActs,2025,0,intervention,8487000000,8487000000,8487682100,8486317900,test_reduction_only,0
SWsexActs,2025,0,percent_change,0,0,0,0,test_reduction_only,0
SWsexActs,2025,25,absolute_dif,-19339000,-19339000,-18372850,-20305150,test_reduction_only,0
SWsexActs,2025,25,baseline,8487000000,8487000000,8487682100,8486317900,test_reduction_only,0
SWsexActs,2025,25,intervention,8467661000,8467661000,8467945050,8467376950,test_reduction_only,0
SWsexActs,2025,25,percent_change,-0.22786513609326725,-0.22786513609326725,-0.21649956837903717,-0.23923070380749734,test_reduction_only,0
SWsexActs,2025,50,absolute_dif,-46178000,-46178000,-42911900,-49444100,test_reduction_only,0
SWsexActs,2025,50,baseline,8487000000,8487000000,8487682100,8486317900,test_reduction_only,0
SWsexActs,2025,50,intervention,8440822000,8440822000,8443406000,8438238000,test_reduction_only,0
SWsexActs,2025,50,percent_change,-0.5440993222078719,-0.5440993222078719,-0.5056594883617164,-0.5825391560540274,test_reduction_only,0
SWsexActs,2025,75,absolute_dif,-82804000,-82804000,-75035849.99999999,-90572150.00000001,test_reduction_only,0
SWsexActs,2025,75,baseline,8487000000,8487000000,8487682100,8486317900,test_reduction_only,0
SWsexActs,2025,75,intervention,8404196000,8404196000,8411282050,8397109950,test_reduction_only,0
SWsexActs,2025,75,percent_change,-0.9756487430025791,-0.9756487430025791,-0.8841971688312114,-1.0671003171739468,test_reduction_only,0
SWsexActs,2025,100,absolute_dif,-129001500,-129001500,-114004325,-143998675,test_reduction_only,0
SWsexActs,2025,100,baseline,8487000000,8487000000,8487682100,8486317900,test_reduction_only,0
SWsexActs,2025,100,intervention,8357998500,8357998500,8372313575,8343683425,test_reduction_only,0
SWsexActs,2025,100,percent_change,-1.5199736701513646,-1.5199736701513646,-1.343388218759873,-1.6965591215428564,test_reduction_only,0
SWsexActsProt,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
SWsexActsProt,2025,0,baseline,6864318750,6864318750,6891822532.5,6836814967.5,test_reduction_only,0
SWsexActsProt,2025,0,intervention,6864318750,6864318750,6891822532.5,6836814967.5,test_reduction_only,0
SWsexActsProt,2025,0,percent_change,0,0,0,0,test_reduction_only,0
SWsexActsProt,2025,25,absolute_dif,-15642000,-15642000,-14796500,-16487500,test_reduction_only,0
SWsexActsProt,2025,25,baseline,6864318750,6864318750,6891822532.5,6836814967.5,test_reduction_only,0
SWsexActsProt,2025,25,intervention,6848676750,6848676750,6875335032.5,6822018467.5,test_reduction_only,0
SWsexActsProt,2025,25,percent_change,-0.22782340159136516,-0.22782340159136516,-0.2164189203070103,-0.23922788287572,test_reduction_only,0
SWsexActsProt,2025,50,absolute_dif,-37355050,-37355050,-34567797.5,-40142302.5,test_reduction_only,0
SWsexActsProt,2025,50,baseline,6864318750,6864318750,6891822532.5,6836814967.5,test_reduction_only,0
SWsexActsProt,2025,50,intervention,6826963700,6826963700,6851680230,6802247170,test_reduction_only,0
SWsexActsProt,2025,50,percent_change,-0.5440210638394395,-0.5440210638394395,-0.5055958941188841,-0.5824462335599949,test_reduction_only,0
SWsexActsProt,2025,75,absolute_dif,-66996050,-66996050,-60448697.5,-73543402.5,test_reduction_only,0
SWsexActsProt,2025,75,baseline,6864318750,6864318750,6891822532.5,6836814967.5,test_reduction_only,0
SWsexActsProt,2025,75,intervention,6797322700,6797322700,6818279130,6776366270,test_reduction_only,0
SWsexActsProt,2025,75,percent_change,-0.9755982468556749,-0.9755982468556749,-0.8841248420096222,-1.0670716517017276,test_reduction_only,0
SWsexActsProt,2025,100,absolute_dif,-104388600,-104388600,-91849170,-116928030,test_reduction_only,0
SWsexActsProt,2025,100,baseline,6864318750,6864318750,6891822532.5,6836814967.5,test_reduction_only,0
SWsexActsProt,2025,100,intervention,6759930150,6759930150,6774894502.5,6744965797.5,test_reduction_only,0
SWsexActsProt,2025,100,percent_change,-1.5199583413406756,-1.5199583413406756,-1.343372952387008,-1.6965437302943436,test_reduction_only,0
TestsPerAdult,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
TestsPerAdult,2025,0,baseline,21.2102681804801,21.2102681804801,23.257792157754015,19.162744203206184,test_reduction_only,0
TestsPerAdult,2025,0,intervention,21.2102681804801,21.2102681804801,23.257792157754015,19.162744203206184,test_reduction_only,0
TestsPerAdult,2025,0,percent_change,0,0,0,0,test_reduction_only,0
TestsPerAdult,2025,25,absolute_dif,-5.955289706617715,-5.955289706617715,-5.285705135295211,-6.624874277940219,test_reduction_only,0
TestsPerAdult,2025,25,baseline,21.2102681804801,21.2102681804801,23.257792157754015,19.162744203206184,test_reduction_only,0
TestsPerAdult,2025,25,intervention,15.254978473862383,15.254978473862383,16.632917879813792,13.877039067910976,test_reduction_only,0
TestsPerAdult,2025,25,percent_change,-28.02913783923382,-28.02913783923382,-27.578029665462154,-28.48024601300548,test_reduction_only,0
TestsPerAdult,2025,50,absolute_dif,-10.739247109495077,-10.739247109495077,-9.514642679063227,-11.963851539926926,test_reduction_only,0
TestsPerAdult,2025,50,baseline,21.2102681804801,21.2102681804801,23.257792157754015,19.162744203206184,test_reduction_only,0
TestsPerAdult,2025,50,intervention,10.471021070985023,10.471021070985023,11.293940617827086,9.648101524142959,test_reduction_only,0
TestsPerAdult,2025,50,percent_change,-50.53655768783547,-50.53655768783547,-49.64144267623331,-51.43167269943762,test_reduction_only,0
TestsPerAdult,2025,75,absolute_dif,-14.362077690408732,-14.362077690408732,-12.704447362718431,-16.019708018099035,test_reduction_only,0
TestsPerAdult,2025,75,baseline,21.2102681804801,21.2102681804801,23.257792157754015,19.162744203206184,test_reduction_only,0
TestsPerAdult,2025,75,intervention,6.848190490071368,6.848190490071368,7.23808413965498,6.4582968404877565,test_reduction_only,0
TestsPerAdult,2025,75,percent_change,-67.57466298176114,-67.57466298176114,-66.2827278763442,-68.86659808717808,test_reduction_only,0
TestsPerAdult,2025,100,absolute_dif,-16.85658708169577,-16.85658708169577,-14.910508119149519,-18.802666044242027,test_reduction_only,0
TestsPerAdult,2025,100,baseline,21.2102681804801,21.2102681804801,23.257792157754015,19.162744203206184,test_reduction_only,0
TestsPerAdult,2025,100,intervention,4.353681098784326,4.353681098784326,4.4551261135119855,4.252236084056668,test_reduction_only,0
TestsPerAdult,2025,100,percent_change,-79.31124367238311,-79.31124367238311,-77.79234617925025,-80.83014116551598,test_reduction_only,0
Total2LAdultsOnART,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
Total2LAdultsOnART,2025,0,baseline,14570403.75,14570403.75,14767705.6875,14373101.8125,test_reduction_only,0
Total2LAdultsOnART,2025,0,intervention,14570403.75,14570403.75,14767705.6875,14373101.8125,test_reduction_only,0
Total2LAdultsOnART,2025,0,percent_change,0,0,0,0,test_reduction_only,0
Total2LAdultsOnART,2025,25,absolute_dif,311151.25,311151.25,315695.1475000007,306607.3524999993,test_reduction_only,0
Total2LAdultsOnART,2025,25,baseline,14570403.75,14570403.75,14767705.6875,14373101.8125,test_reduction_only,0
Total2LAdultsOnART,2025,25,intervention,14881555,14881555,15074313.04,14688796.96,test_reduction_only,0
Total2LAdultsOnART,2025,25,percent_change,2.1364038910482277,2.1364038910482277,2.1965193409709123,2.076288441125543,test_reduction_only,0
Total2LAdultsOnART,2025,50,absolute_dif,751439.25,751439.25,770128.3625,732750.1375,test_reduction_only,0
Total2LAdultsOnART,2025,50,baseline,14570403.75,14570403.75,14767705.6875,14373101.8125,test_reduction_only,0
Total2LAdultsOnART,2025,50,intervention,15321843,15321843,15500455.825000001,15143230.174999999,test_reduction_only,0
Total2LAdultsOnART,2025,50,percent_change,5.160271741917674,5.160271741917674,5.358416070121815,4.962127413713532,test_reduction_only,0
Total2LAdultsOnART,2025,75,absolute_dif,1360193.5,1360193.5,1415212.75,1305174.25,test_reduction_only,0
Total2LAdultsOnART,2025,75,baseline,14570403.75,14570403.75,14767705.6875,14373101.8125,test_reduction_only,0
Total2LAdultsOnART,2025,75,intervention,15930597.25,15930597.25,16072879.9375,15788314.5625,test_reduction_only,0
Total2LAdultsOnART,2025,75,percent_change,9.342881811462208,9.342881811462208,9.847006049147454,8.838757573776961,test_reduction_only,0
Total2LAdultsOnART,2025,100,absolute_dif,2124567.05,2124567.05,2255363.9525,1993770.1474999995,test_reduction_only,0
Total2LAdultsOnART,2025,100,baseline,14570403.75,14570403.75,14767705.6875,14373101.8125,test_reduction_only,0
Total2LAdultsOnART,2025,100,intervention,16694970.8,16694970.8,16761475.835,16628465.764999999,test_reduction_only,0
Total2LAdultsOnART,2025,100,percent_change,14.597822651614281,14.597822651614281,15.6931848129027,13.502460490325863,test_reduction_only,0
TotalAdultsOnART,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
TotalAdultsOnART,2025,0,baseline,261519693,261519693,261942017.4,261097368.6,test_reduction_only,0
TotalAdultsOnART,2025,0,intervention,261519693,261519693,261942017.4,261097368.6,test_reduction_only,0
TotalAdultsOnART,2025,0,percent_change,0,0,0,0,test_reduction_only,0
TotalAdultsOnART,2025,25,absolute_dif,2565395,2565395,2794871.3000000003,2335918.6999999997,test_reduction_only,0
TotalAdultsOnART,2025,25,baseline,261519693,261519693,261942017.4,261097368.6,test_reduction_only,0
TotalAdultsOnART,2025,25,intervention,264085088,264085088,264736888.70000002,263433287.29999998,test_reduction_only,0
TotalAdultsOnART,2025,25,percent_change,0.9808025428706568,0.9808025428706568,1.0669658940740543,0.8946391916672594,test_reduction_only,0
TotalAdultsOnART,2025,50,absolute_dif,5329487.5,5329487.5,5877604.725000001,4781370.274999999,test_reduction_only,0
TotalAdultsOnART,2025,50,baseline,261519693,261519693,261942017.4,261097368.6,test_reduction_only,0
TotalAdultsOnART,2025,50,intervention,266849180.5,266849180.5,267819622.125,265878738.875,test_reduction_only,0
TotalAdultsOnART,2025,50,percent_change,2.037522323546558,2.037522323546558,2.2438212316261943,1.831223415466922,test_reduction_only,0
TotalAdultsOnART,2025,75,absolute_dif,8005572,8005572,8906005.75,7105138.249999999,test_reduction_only,0
TotalAdultsOnART,2025,75,baseline,261519693,261519693,261942017.4,261097368.6,test_reduction_only,0
TotalAdultsOnART,2025,75,intervention,269525265,269525265,270848023.15,268202506.85,test_reduction_only,0
TotalAdultsOnART,2025,75,percent_change,3.06056643306938,3.06056643306938,3.3999321691613607,2.721200696977399,test_reduction_only,0
TotalAdultsOnART,2025,100,absolute_dif,10182255.5,10182255.5,11335324.175,9029186.825,test_reduction_only,0
TotalAdultsOnART,2025,100,baseline,261519693,261519693,261942017.4,261097368.6,test_reduction_only,0
TotalAdultsOnART,2025,100,intervention,271701948.5,271701948.5,273277341.575,270126555.425,test_reduction_only,0
TotalAdultsOnART,2025,100,percent_change,3.892717049312115,3.892717049312115,4.327341596335347,3.4580925022888835,test_reduction_only,0
TotalAIDSdeathsadult,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
TotalAIDSdeathsadult,2025,0,baseline,1745765.175,1745765.175,1759064.63825,1732465.71175,test_reduction_only,0
TotalAIDSdeathsadult,2025,0,intervention,1745765.175,1745765.175,1759064.63825,1732465.71175,test_reduction_only,0
TotalAIDSdeathsadult,2025,0,percent_change,0,0,0,0,test_reduction_only,0
TotalAIDSdeathsadult,2025,25,absolute_dif,126419.69499999995,126419.69499999995,136118.17374999987,116721.21625000003,test_reduction_only,0
TotalAIDSdeathsadult,2025,25,baseline,1745765.175,1745765.175,1759064.63825,1732465.71175,test_reduction_only,0
TotalAIDSdeathsadult,2025,25,intervention,1872184.87,1872184.87,1895182.8120000002,1849186.9279999998,test_reduction_only,0
TotalAIDSdeathsadult,2025,25,percent_change,7.2372822737171,7.2372822737171,7.737690872697668,6.7368736747365325,test_reduction_only,0
TotalAIDSdeathsadult,2025,50,absolute_dif,301228.275,301228.275,328734.01924999995,273722.53075000015,test_reduction_only,0
TotalAIDSdeathsadult,2025,50,baseline,1745765.175,1745765.175,1759064.63825,1732465.71175,test_reduction_only,0
TotalAIDSdeathsadult,2025,50,intervention,2046993.4500000002,2046993.4500000002,2087798.6575000002,2006188.2425,test_reduction_only,0
TotalAIDSdeathsadult,2025,50,percent_change,17.24260836973964,17.24260836973964,18.68682150032434,15.798395239154935,test_reduction_only,0
TotalAIDSdeathsadult,2025,75,absolute_dif,540869.7749999999,540869.7749999999,600894.5892499998,480844.96074999997,test_reduction_only,0
TotalAIDSdeathsadult,2025,75,baseline,1745765.175,1745765.175,1759064.63825,1732465.71175,test_reduction_only,0
TotalAIDSdeathsadult,2025,75,intervention,2286634.95,2286634.95,2359959.2274999996,2213310.6725000003,test_reduction_only,0
TotalAIDSdeathsadult,2025,75,percent_change,30.954784501484912,30.954784501484912,34.15727673020681,27.752292272763015,test_reduction_only,0
TotalAIDSdeathsadult,2025,100,absolute_dif,843453.9750000001,843453.9750000001,956971.4842500001,729936.4657500001,test_reduction_only,0
TotalAIDSdeathsadult,2025,100,baseline,1745765.175,1745765.175,1759064.63825,1732465.71175,test_reduction_only,0
TotalAIDSdeathsadult,2025,100,intervention,2589219.1500000004,2589219.1500000004,2716036.1225000005,2462402.1774999998,test_reduction_only,0
TotalAIDSdeathsadult,2025,100,percent_change,48.26250120493748,48.26250120493748,54.39728136737934,42.12772104249561,test_reduction_only,0
TotalART10to14,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
TotalART10to14,2025,0,baseline,640712.09,640712.09,643702.12,637722.0599999999,test_reduction_only,0
TotalART10to14,2025,0,intervention,640712.09,640712.09,643702.12,637722.0599999999,test_reduction_only,0
TotalART10to14,2025,0,percent_change,0,0,0,0,test_reduction_only,0
TotalART10to14,2025,25,absolute_dif,14077.445000000065,14077.445000000065,15270.051250000066,12884.838750000064,test_reduction_only,0
TotalART10to14,2025,25,baseline,640712.09,640712.09,643702.12,637722.0599999999,test_reduction_only,0
TotalART10to14,2025,25,intervention,654789.535,654789.535,656586.95875,652992.1112500001,test_reduction_only,0
TotalART10to14,2025,25,percent_change,2.1981716779158926,2.1981716779158926,2.394567572774251,2.0017757830575342,test_reduction_only,0
TotalART10to14,2025,50,absolute_dif,28050.53999999998,28050.53999999998,31240.3645,24860.71549999996,test_reduction_only,0
TotalART10to14,2025,50,baseline,640712.09,640712.09,643702.12,637722.0599999999,test_reduction_only,0
TotalART10to14,2025,50,intervention,668762.6299999999,668762.6299999999,668962.4245,668562.8354999999,test_reduction_only,0
TotalART10to14,2025,50,percent_change,4.380705777262058,4.380705777262058,4.8990054892203405,3.8624060653037766,test_reduction_only,0
TotalART10to14,2025,75,absolute_dif,34811.26000000007,34811.26000000007,40904.664500000115,28717.855500000023,test_reduction_only,0
TotalART10to14,2025,75,baseline,640712.09,640712.09,643702.12,637722.0599999999,test_reduction_only,0
TotalART10to14,2025,75,intervention,675523.3500000001,675523.3500000001,678626.7245000001,672419.9755,test_reduction_only,0
TotalART10to14,2025,75,percent_change,5.438263097124938,5.438263097124938,6.4146782913634315,4.461847902886446,test_reduction_only,0
TotalART10to14,2025,100,absolute_dif,16588.820000000065,16588.820000000065,25688.879500000075,7488.760500000055,test_reduction_only,0
TotalART10to14,2025,100,baseline,640712.09,640712.09,643702.12,637722.0599999999,test_reduction_only,0
TotalART10to14,2025,100,intervention,657300.91,657300.91,663410.9395,651190.8805000001,test_reduction_only,0
TotalART10to14,2025,100,percent_change,2.596529257292301,2.596529257292301,4.028950565863492,1.1641079487211103,test_reduction_only,0
TotalART15F,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
TotalART15F,2025,0,baseline,192106420,192106420,192554734.5,191658105.5,test_reduction_only,0
TotalART15F,2025,0,intervention,192106420,192106420,192554734.5,191658105.5,test_reduction_only,0
TotalART15F,2025,0,percent_change,0,0,0,0,test_reduction_only,0
TotalART15F,2025,25,absolute_dif,2260665,2260665,2495785.25,2025544.75,test_reduction_only,0
TotalART15F,2025,25,baseline,192106420,192106420,192554734.5,191658105.5,test_reduction_only,0
TotalART15F,2025,25,intervention,194367085,194367085,195050519.75,193683650.25,test_reduction_only,0
TotalART15F,2025,25,percent_change,1.1764680565972787,1.1764680565972787,1.2961131851226069,1.0568229280719508,test_reduction_only,0
TotalART15F,2025,50,absolute_dif,4711380,4711380,5281475.000000001,4141285,test_reduction_only,0
TotalART15F,2025,50,baseline,192106420,192106420,192554734.5,191658105.5,test_reduction_only,0
TotalART15F,2025,50,intervention,196817800,196817800,197836209.5,195799390.5,test_reduction_only,0
TotalART15F,2025,50,percent_change,2.4517318443606104,2.4517318443606104,2.7427702857831373,2.160693402938083,test_reduction_only,0
TotalART15F,2025,75,absolute_dif,7113725,7113725,8079955.75,6147494.25,test_reduction_only,0
TotalART15F,2025,75,baseline,192106420,192106420,192554734.5,191658105.5,test_reduction_only,0
TotalART15F,2025,75,intervention,199220145,199220145,200634690.25,197805599.75,test_reduction_only,0
TotalART15F,2025,75,percent_change,3.7017344032152435,3.7017344032152435,4.196062150262374,3.2074066561681134,test_reduction_only,0
TotalART15F,2025,100,absolute_dif,9109160,9109160,10405112,7813208,test_reduction_only,0
TotalART15F,2025,100,baseline,192106420,192106420,192554734.5,191658105.5,test_reduction_only,0
TotalART15F,2025,100,intervention,201215580,201215580,202959846.5,199471313.5,test_reduction_only,0
TotalART15F,2025,100,percent_change,4.74001019088062,4.74001019088062,5.403549622312846,4.0764707594483935,test_reduction_only,0
TotalART15F2L,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
TotalART15F2L,2025,0,baseline,9676216.75,9676216.75,9762264.8525,9590168.6475,test_reduction_only,0
TotalART15F2L,2025,0,intervention,9676216.75,9676216.75,9762264.8525,9590168.6475,test_reduction_only,0
TotalART15F2L,2025,0,percent_change,0,0,0,0,test_reduction_only,0
TotalART15F2L,2025,25,absolute_dif,192020.5,192020.5,194204.7399999993,189836.2600000007,test_reduction_only,0
TotalART15F2L,2025,25,baseline,9676216.75,9676216.75,9762264.8525,9590168.6475,test_reduction_only,0
TotalART15F2L,2025,25,intervention,9868237.25,9868237.25,9952101.112499999,9784373.387500001,test_reduction_only,0
TotalART15F2L,2025,25,percent_change,1.9848547865299642,1.9848547865299642,2.0250788739160672,1.944630699143861,test_reduction_only,0
TotalART15F2L,2025,50,absolute_dif,482328.3499999996,482328.3499999996,492696.69749999855,471960.0025000007,test_reduction_only,0
TotalART15F2L,2025,50,baseline,9676216.75,9676216.75,9762264.8525,9590168.6475,test_reduction_only,0
TotalART15F2L,2025,50,intervention,10158545.1,10158545.1,10234224.855,10082865.344999999,test_reduction_only,0
TotalART15F2L,2025,50,percent_change,4.986171794288168,4.986171794288168,5.137665442013391,4.834678146562944,test_reduction_only,0
TotalART15F2L,2025,75,absolute_dif,905956.75,905956.75,941332.3274999993,870581.1725000007,test_reduction_only,0
TotalART15F2L,2025,75,baseline,9676216.75,9676216.75,9762264.8525,9590168.6475,test_reduction_only,0
TotalART15F2L,2025,75,intervention,10582173.5,10582173.5,10632846.025,10531500.975,test_reduction_only,0
TotalART15F2L,2025,75,percent_change,9.367139723222365,9.367139723222365,9.816032349468628,8.918247096976101,test_reduction_only,0
TotalART15F2L,2025,100,absolute_dif,1457340.25,1457340.25,1549511.102499999,1365169.397500001,test_reduction_only,0
TotalART15F2L,2025,100,baseline,9676216.75,9676216.75,9762264.8525,9590168.6475,test_reduction_only,0
TotalART15F2L,2025,100,intervention,11133557,11133557,11139679.75,11127434.25,test_reduction_only,0
TotalART15F2L,2025,100,percent_change,15.071760772211292,15.071760772211292,16.15834057270849,13.985180971714096,test_reduction_only,0
TotalART15M,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
TotalART15M,2025,0,baseline,69413273,69413273,69439263.10000001,69387282.89999999,test_reduction_only,0
TotalART15M,2025,0,intervention,69413273,69413273,69439263.10000001,69387282.89999999,test_reduction_only,0
TotalART15M,2025,0,percent_change,0,0,0,0,test_reduction_only,0
TotalART15M,2025,25,absolute_dif,304730,304730,310373.95,299086.05,test_reduction_only,0
TotalART15M,2025,25,baseline,69413273,69413273,69439263.10000001,69387282.89999999,test_reduction_only,0
TotalART15M,2025,25,intervention,69718003,69718003,69749637.05,69686368.95,test_reduction_only,0
TotalART15M,2025,25,percent_change,0.4390049519744622,0.4390049519744622,0.4469715150465952,0.4310383889023292,test_reduction_only,0
TotalART15M,2025,50,absolute_dif,618107.5,618107.5,640085.275,596129.725,test_reduction_only,0
TotalART15M,2025,50,baseline,69413273,69413273,69439263.10000001,69387282.89999999,test_reduction_only,0
TotalART15M,2025,50,intervention,70031380.5,70031380.5,70079348.375,69983412.625,test_reduction_only,0
TotalART15M,2025,50,percent_change,0.8904615086600387,0.8904615086600387,0.9217903053347578,0.8591327119853196,test_reduction_only,0
TotalART15M,2025,75,absolute_dif,891847,891847,957644,826050,test_reduction_only,0
TotalART15M,2025,75,baseline,69413273,69413273,69439263.10000001,69387282.89999999,test_reduction_only,0
TotalART15M,2025,75,intervention,70305120,70305120,70396907.10000001,70213332.89999999,test_reduction_only,0
TotalART15M,2025,75,percent_change,1.2847972763727986,1.2847972763727986,1.3791064438760707,1.1904881088695267,test_reduction_only,0
TotalART15M,2025,100,absolute_dif,1073095.5,1073095.5,1215978.825,930212.1749999999,test_reduction_only,0
TotalART15M,2025,100,baseline,69413273,69413273,69439263.10000001,69387282.89999999,test_reduction_only,0
TotalART15M,2025,100,intervention,70486368.5,70486368.5,70655241.925,70317495.075,test_reduction_only,0
TotalART15M,2025,100,percent_change,1.5458662896305946,1.5458662896305946,1.7511318629820467,1.3406007162791425,test_reduction_only,0
TotalART15M2L,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
TotalART15M2L,2025,0,baseline,4894187,4894187,5005440.835,4782933.165,test_reduction_only,0
TotalART15M2L,2025,0,intervention,4894187,4894187,5005440.835,4782933.165,test_reduction_only,0
TotalART15M2L,2025,0,percent_change,0,0,0,0,test_reduction_only,0
TotalART15M2L,2025,25,absolute_dif,119130.75,119130.75,121490.40749999965,116771.09250000035,test_reduction_only,0
TotalART15M2L,2025,25,baseline,4894187,4894187,5005440.835,4782933.165,test_reduction_only,0
TotalART15M2L,2025,25,intervention,5013317.75,5013317.75,5122211.9275,4904423.5725,test_reduction_only,0
TotalART15M2L,2025,25,percent_change,2.4367370290129484,2.4367370290129484,2.5403419973895476,2.3331320606363493,test_reduction_only,0
TotalART15M2L,2025,50,absolute_dif,269110.8999999999,269110.8999999999,277431.66499999963,260790.13500000015,test_reduction_only,0
TotalART15M2L,2025,50,baseline,4894187,4894187,5005440.835,4782933.165,test_reduction_only,0
TotalART15M2L,2025,50,intervention,5163297.9,5163297.9,5266230.97,5060364.83,test_reduction_only,0
TotalART15M2L,2025,50,percent_change,5.506017056856158,5.506017056856158,5.801192131521395,5.210841982190921,test_reduction_only,0
TotalART15M2L,2025,75,absolute_dif,454236.75,454236.75,473880.42249999987,434593.07750000013,test_reduction_only,0
TotalART15M2L,2025,75,baseline,4894187,4894187,5005440.835,4782933.165,test_reduction_only,0
TotalART15M2L,2025,75,intervention,5348423.75,5348423.75,5440033.912500001,5256813.587499999,test_reduction_only,0
TotalART15M2L,2025,75,percent_change,9.29658057790883,9.29658057790883,9.909276310964977,8.683884844852685,test_reduction_only,0
TotalART15M2L,2025,100,absolute_dif,667226.7999999998,667226.7999999998,705852.8499999999,628600.7499999998,test_reduction_only,0
TotalART15M2L,2025,100,baseline,4894187,4894187,5005440.835,4782933.165,test_reduction_only,0
TotalART15M2L,2025,100,intervention,5561413.8,5561413.8,5634041.585,5488786.015,test_reduction_only,0
TotalART15M2L,2025,100,percent_change,13.660746976677634,13.660746976677634,14.760503788201191,12.560990165154077,test_reduction_only,0
TotalART1to2,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
TotalART1to2,2025,0,baseline,70212.25649999999,70212.25649999999,70595.16777500001,69829.345225,test_reduction_only,0
TotalART1to2,2025,0,intervention,70212.25649999999,70212.25649999999,70595.16777500001,69829.345225,test_reduction_only,0
TotalART1to2,2025,0,percent_change,0,0,0,0,test_reduction_only,0
TotalART1to2,2025,25,absolute_dif,5118.4360000000015,5118.4360000000015,5307.110749999997,4929.761250000006,test_reduction_only,0
TotalART1to2,2025,25,baseline,70212.25649999999,70212.25649999999,70595.16777500001,69829.345225,test_reduction_only,0
TotalART1to2,2025,25,intervention,75330.6925,75330.6925,75902.27852499999,74759.10647500001,test_reduction_only,0
TotalART1to2,2025,25,percent_change,7.288562964151845,7.288562964151845,7.51753441249831,7.059591515805381,test_reduction_only,0
TotalART1to2,2025,50,absolute_dif,11831.893000000004,11831.893000000004,12456.204500000009,11207.581499999998,test_reduction_only,0
TotalART1to2,2025,50,baseline,70212.25649999999,70212.25649999999,70595.16777500001,69829.345225,test_reduction_only,0
TotalART1to2,2025,50,intervention,82044.1495,82044.1495,83051.372275,81036.926725,test_reduction_only,0
TotalART1to2,2025,50,percent_change,16.846788313301523,16.846788313301523,17.644089633581682,16.049486993021365,test_reduction_only,0
TotalART1to2,2025,75,absolute_dif,20252.609500000006,20252.609500000006,21720.95562500001,18784.263375000002,test_reduction_only,0
TotalART1to2,2025,75,baseline,70212.25649999999,70212.25649999999,70595.16777500001,69829.345225,test_reduction_only,0
TotalART1to2,2025,75,intervention,90464.86600000001,90464.86600000001,92316.12340000001,88613.60859999999,test_reduction_only,0
TotalART1to2,2025,75,percent_change,28.833147870055438,28.833147870055438,30.76719873034667,26.899097009764205,test_reduction_only,0
TotalART1to2,2025,100,absolute_dif,29569.775500000003,29569.775500000003,32355.954975000004,26783.596025000003,test_reduction_only,0
TotalART1to2,2025,100,baseline,70212.25649999999,70212.25649999999,70595.16777500001,69829.345225,test_reduction_only,0
TotalART1to2,2025,100,intervention,99782.032,99782.032,102951.12275000001,96612.94124999999,test_reduction_only,0
TotalART1to2,2025,100,percent_change,42.09224230846467,42.09224230846467,45.83091083181653,38.35357378511281,test_reduction_only,0
TotalART3to5,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
TotalART3to5,2025,0,baseline,156944.0835,156944.0835,157662.611725,156225.55527500002,test_reduction_only,0
TotalART3to5,2025,0,intervention,156944.0835,156944.0835,157662.611725,156225.55527500002,test_reduction_only,0
TotalART3to5,2025,0,percent_change,0,0,0,0,test_reduction_only,0
TotalART3to5,2025,25,absolute_dif,7937.756999999998,7937.756999999998,8313.259699999988,7562.254300000009,test_reduction_only,0
TotalART3to5,2025,25,baseline,156944.0835,156944.0835,157662.611725,156225.55527500002,test_reduction_only,0
TotalART3to5,2025,25,intervention,164881.8405,164881.8405,165224.86602500002,164538.814975,test_reduction_only,0
