year,modeled_scenario,indicator,mean,upper_CI,lower_CI,type,group
2051,95-95-95,NewHIV15to49,15418.52,18371.2925,12526.3275,New HIV infections,15+ years
2051,95-95-95,Prev15plus,0.1038183,0.106931325,0.101277675,HIV prevalence,15+ years
2051,95-95-95,Prev15to49,0.03302726,0.0356923675,0.0307881725,HIV prevalence,15-49 years
2051,95-95-95,TotHIV15,5986308,6166404.25,5839103.5,Total living with HIV,15+ years
2051,95-95-95,TotHIV15to49,1214107,1313475,1133172.25,Total living with HIV,15-49 years
2051,95-95-95,Total15plus,57661530,57756297.5,57546140,Total population,15+ years
2051,95-95-95,Total15to49,36760420,36827422.5,36667827.5,Total population,15-49 years
2052,95-95-95,ARTcoverage15to49,0.8987263,0.91073315,0.8875930249999999,ART coverage,15-49 years
2052,95-95-95,ARTcoverageAdult,0.9327443,0.93614035,0.928463,ART coverage,15+ years
2052,95-95-95,HIVinc15plus,4.544457e-4,5.2767795e-4,3.896965e-4,HIV incidence,15+ years
2052,95-95-95,HIVinc15to49,4.022068e-4,4.8255715e-4,3.229722e-4,HIV incidence,15-49 years
2052,95-95-95,IncPrevRatio15plus,0.004058662,0.0045672685,0.0035689475,Incidence:Prevalence ratio,15+ years
2052,95-95-95,IncPrevRatio15to49,0.01270567,0.014100375,0.0110756125,Incidence:Prevalence ratio,15-49 years
2052,95-95-95,NewAdultHIV,23769.47,27508.82,20438.3075,New HIV infections,15-49 years
2052,95-95-95,NewHIV15to49,14389.56,17233.4275,11597.490000000002,New HIV infections,15+ years
2052,95-95-95,Prev15plus,0.10059661,0.10368525,0.098083365,HIV prevalence,15+ years
2052,95-95-95,Prev15to49,0.03057918,0.0331362375,0.0283333625,HIV prevalence,15-49 years
2052,95-95-95,TotHIV15,5835991,6015942,5689287,Total living with HIV,15+ years
2052,95-95-95,TotHIV15to49,1128717,1224428.5,1047093.25,Total living with HIV,15-49 years
2052,95-95-95,Total15plus,58013880,58109402.5,57896682.5,Total population,15+ years
2052,95-95-95,Total15to49,36910960,36977980,36818617.5,Total population,15-49 years
2053,95-95-95,ARTcoverage15to49,0.8983971000000001,0.910528575,0.887059825,ART coverage,15-49 years
2053,95-95-95,ARTcoverageAdult,0.9332511,0.936579825,0.9290139,ART coverage,15+ years
2053,95-95-95,HIVinc15plus,4.267376e-4,4.971898e-4,3.6461555e-4,HIV incidence,15+ years
2053,95-95-95,HIVinc15to49,3.725251e-4,4.492848499999999e-4,2.96625525e-4,HIV incidence,15-49 years
2053,95-95-95,IncPrevRatio15plus,0.003951242,0.00445862574999999,0.003464961,Incidence:Prevalence ratio,15+ years
2053,95-95-95,IncPrevRatio15to49,0.01276918,0.0142053075,0.01111111,Incidence:Prevalence ratio,15-49 years
2053,95-95-95,NewAdultHIV,22531.31,26166.340000000004,19303.0075,New HIV infections,15-49 years
2053,95-95-95,NewHIV15to49,13414.59,16151.8175,10720.740000000002,New HIV infections,15+ years
2053,95-95-95,Prev15plus,0.09737299,0.1004365575,0.09488871,HIV prevalence,15+ years
2053,95-95-95,Prev15to49,0.02824083,0.03068499999999999,0.02600107,HIV prevalence,15-49 years
2053,95-95-95,TotHIV15,5682397,5862098.75,5536347.75,Total living with HIV,15+ years
2053,95-95-95,TotHIV15to49,1046683,1138529.25,964832.55,Total living with HIV,15-49 years
2053,95-95-95,Total15plus,58357100,58453297.5,58237922.5,Total population,15+ years
2053,95-95-95,Total15to49,37062400,37129292.5,36970407.5,Total population,15-49 years
2054,95-95-95,ARTcoverage15to49,0.8979585,0.910255525,0.8863813249999999,ART coverage,15-49 years
2054,95-95-95,ARTcoverageAdult,0.9337339,0.937000625,0.92953625,ART coverage,15+ years
2054,95-95-95,HIVinc15plus,4.00675e-4,4.684455e-4,3.41077175e-4,HIV incidence,15+ years
2054,95-95-95,HIVinc15to49,3.446666e-4,4.17972e-4,2.71969675e-4,HIV incidence,15-49 years
2054,95-95-95,IncPrevRatio15plus,0.003850333,0.00435687125,0.0033669855,Incidence:Prevalence ratio,15+ years
2054,95-95-95,IncPrevRatio15to49,0.01286318,0.014347635,0.0111686975,Incidence:Prevalence ratio,15-49 years
2054,95-95-95,NewAdultHIV,21350.77,24883.0925,18223.12,New HIV infections,15-49 years
2054,95-95-95,NewHIV15to49,12483.114,15114.865,9886.011,New HIV infections,15+ years
2054,95-95-95,Prev15plus,0.09415083,0.0971884875,0.091696945,HIV prevalence,15+ years
2054,95-95-95,Prev15to49,0.02598933,0.028314105,0.02377121,HIV prevalence,15-49 years
2054,95-95-95,TotHIV15,5525760,5705104.5,5380508,Total living with HIV,15+ years
2054,95-95-95,TotHIV15to49,966562.7,1054206,885123.6,Total living with HIV,15-49 years
2054,95-95-95,Total15plus,58690590,58787337.5,58569640,Total population,15+ years
2054,95-95-95,Total15to49,37190430,37257005,37098930,Total population,15-49 years
2055,95-95-95,ARTcoverage15to49,0.8972623000000001,0.9098044,0.885381425,ART coverage,15-49 years
2055,95-95-95,ARTcoverageAdult,0.9341936,0.93740375,0.930031375,ART coverage,15+ years
2055,95-95-95,HIVinc15plus,3.76159e-4,4.41343375e-4,3.1898715e-4,HIV incidence,15+ years
2055,95-95-95,HIVinc15to49,3.184846e-4,3.88481e-4,2.48828925e-4,HIV incidence,15-49 years
2055,95-95-95,IncPrevRatio15plus,0.003755643,0.004261715,0.0032747255,Incidence:Prevalence ratio,15+ years
2055,95-95-95,IncPrevRatio15to49,0.013025,0.014568415,0.0112800425,Incidence:Prevalence ratio,15-49 years
2055,95-95-95,NewAdultHIV,20225.07,23656.3325,17195.812499999996,New HIV infections,15-49 years
2055,95-95-95,NewHIV15to49,11582.675,14108.5175,9081.79375,New HIV infections,15+ years
2055,95-95-95,Prev15plus,0.09093396,0.09394514,0.08851173749999999,HIV prevalence,15+ years
2055,95-95-95,Prev15to49,0.02376212,0.0259723675,0.02158210999999999,HIV prevalence,15-49 years
2055,95-95-95,TotHIV15,5366336,5545213.75,5222033.25,Total living with HIV,15+ years
2055,95-95-95,TotHIV15to49,885369.8,968403.55,805091.1,Total living with HIV,15-49 years
2055,95-95-95,Total15plus,59013600,59110900,58890957.5,Total population,15+ years
2055,95-95-95,Total15to49,37259380,37325317.5,37168685,Total population,15-49 years
2056,95-95-95,ARTcoverage15to49,0.8963963,0.909251025,0.88416375,ART coverage,15-49 years
2056,95-95-95,ARTcoverageAdult,0.9346308,0.93778865,0.930499725,ART coverage,15+ years
2056,95-95-95,HIVinc15plus,3.530955e-4,4.15785875e-4,2.982548e-4,HIV incidence,15+ years
2056,95-95-95,HIVinc15to49,2.939045e-4,3.60724075e-4,2.27164025e-4,HIV incidence,15-49 years
2056,95-95-95,IncPrevRatio15plus,0.003666903,0.00417290474999999,0.0031879155,Incidence:Prevalence ratio,15+ years
2056,95-95-95,IncPrevRatio15to49,0.013233,0.014844,0.01142434,Incidence:Prevalence ratio,15-49 years
2056,95-95-95,NewAdultHIV,19151.57,22483.47,16218.617499999998,New HIV infections,15-49 years
2056,95-95-95,NewHIV15to49,10723.671,13145.08,8317.48975,New HIV infections,15+ years
2056,95-95-95,Prev15plus,0.0877262,0.0907101825,0.085336865,HIV prevalence,15+ years
2056,95-95-95,Prev15to49,0.02162211,0.0237237325,0.01949547499999999,HIV prevalence,15-49 years
2056,95-95-95,TotHIV15,5204390,5382697.5,5061170.25,Total living with HIV,15+ years
2056,95-95-95,TotHIV15to49,806496.1,885523.3,728016.8,Total living with HIV,15-49 years
2056,95-95-95,Total15plus,59325440,59423152.5,59201275,Total population,15+ years
2056,95-95-95,Total15to49,37299260,37364352.5,37209395,Total population,15-49 years
2057,95-95-95,ARTcoverage15to49,0.895376,0.908611075,0.8827491500000001,ART coverage,15-49 years
2057,95-95-95,ARTcoverageAdult,0.9350463,0.938156875,0.93094285,ART coverage,15+ years
2057,95-95-95,HIVinc15plus,3.313954e-4,3.916811e-4,2.7879490000000005e-4,HIV incidence,15+ years
2057,95-95-95,HIVinc15to49,2.708836e-4,3.34663625e-4,2.069355e-4,HIV incidence,15-49 years
2057,95-95-95,IncPrevRatio15plus,0.003583836,0.00409017275,0.0031062755,Incidence:Prevalence ratio,15+ years
2057,95-95-95,IncPrevRatio15to49,0.01348094,0.01516743,0.0115951,Incidence:Prevalence ratio,15-49 years
2057,95-95-95,NewAdultHIV,18127.64,21361.8275,15288.9025,New HIV infections,15-49 years
2057,95-95-95,NewHIV15to49,9906.756,12225.5175,7593.7305,New HIV infections,15+ years
2057,95-95-95,Prev15plus,0.08453157,0.08748772499999999,0.08217645,HIV prevalence,15+ years
2057,95-95-95,Prev15to49,0.0195938,0.0215876725,0.017532825,HIV prevalence,15-49 years
2057,95-95-95,TotHIV15,5040212,5217850.25,4898214.5,Total living with HIV,15+ years
2057,95-95-95,TotHIV15to49,731028.2,806016.425,654875.825,Total living with HIV,15-49 years
2057,95-95-95,Total15plus,59625240,59723395,59499670,Total population,15+ years
2057,95-95-95,Total15to49,37308800,37372877.5,37219560,Total population,15-49 years
2058,95-95-95,ARTcoverage15to49,0.8942077,0.907890875,0.8811487250000001,ART coverage,15-49 years
2058,95-95-95,ARTcoverageAdult,0.9354409,0.93850965,0.93136075,ART coverage,15+ years
2058,95-95-95,HIVinc15plus,3.109756e-4,3.68943275e-4,2.60529e-4,HIV incidence,15+ years
2058,95-95-95,HIVinc15to49,2.494059e-4,3.1028370000000003e-4,1.88135325e-4,HIV incidence,15-49 years
2058,95-95-95,IncPrevRatio15plus,0.003506184,0.00401327,0.0030295555,Incidence:Prevalence ratio,15+ years
2058,95-95-95,IncPrevRatio15to49,0.01376764,0.0155365425,0.0117909825,Incidence:Prevalence ratio,15-49 years
2058,95-95-95,NewAdultHIV,17150.89,20288.937500000004,14404.345,New HIV infections,15-49 years
2058,95-95-95,NewHIV15to49,9134.429,11352.759999999998,6913.00375,New HIV infections,15+ years
2058,95-95-95,Prev15plus,0.08135428,0.08428189,0.07903457,HIV prevalence,15+ years
2058,95-95-95,Prev15to49,0.0176903,0.01957988,0.015704295,HIV prevalence,15-49 years
2058,95-95-95,TotHIV15,4874115,5050972,4733483.75,Total living with HIV,15+ years
2058,95-95-95,TotHIV15to49,659679,730703.075,586263.9,Total living with HIV,15-49 years
2058,95-95-95,Total15plus,59912250,60010972.5,59785365,Total population,15+ years
2058,95-95-95,Total15to49,37290090,37353070,37201125,Total population,15-49 years
2059,95-95-95,ARTcoverage15to49,0.8929785,0.907161725,0.8794713,ART coverage,15-49 years
2059,95-95-95,ARTcoverageAdult,0.9358149,0.93884575,0.93175465,ART coverage,15+ years
2059,95-95-95,HIVinc15plus,2.917584e-4,3.4749017500000005e-4,2.4338265e-4,HIV incidence,15+ years
2059,95-95-95,HIVinc15to49,2.294628e-4,2.875731e-4,1.707739e-4,HIV incidence,15-49 years
2059,95-95-95,IncPrevRatio15plus,0.003433702,0.003941961,0.00295750775,Incidence:Prevalence ratio,15+ years
2059,95-95-95,IncPrevRatio15to49,0.01407048,0.01592573,0.0119909275,Incidence:Prevalence ratio,15-49 years
2059,95-95-95,NewAdultHIV,16219.08,19262.555,13562.8675,New HIV infections,15-49 years
2059,95-95-95,NewHIV15to49,8412.437,10533.615000000002,6280.535,New HIV infections,15+ years
2059,95-95-95,Prev15plus,0.07819866,0.081097055,0.07591557,HIV prevalence,15+ years
2059,95-95-95,Prev15to49,0.01594525,0.0177375175,0.01404095249999999,HIV prevalence,15-49 years
2059,95-95-95,TotHIV15,4706444,4882408.25,4567320.25,Total living with HIV,15+ years
2059,95-95-95,TotHIV15to49,594144.3,661451.6,523742.925,Total living with HIV,15-49 years
2059,95-95-95,Total15plus,60185730,60284950,60057637.5,Total population,15+ years
2059,95-95-95,Total15to49,37261120,37322952.5,37171945,Total population,15-49 years
2060,95-95-95,ARTcoverage15to49,0.8919015,0.906596975,0.8779648250000001,ART coverage,15-49 years
2060,95-95-95,ARTcoverageAdult,0.9361691,0.939167625,0.932123775,ART coverage,15+ years
2060,95-95-95,HIVinc15plus,2.736725e-4,3.2724835000000005e-4,2.272894e-4,HIV incidence,15+ years
2060,95-95-95,HIVinc15to49,2.110265e-4,2.6649965e-4,1.5483475e-4,HIV incidence,15-49 years
2060,95-95-95,IncPrevRatio15plus,0.003366186,0.00387604349999999,0.0028899345,Incidence:Prevalence ratio,15+ years
2060,95-95-95,IncPrevRatio15to49,0.01433182,0.01629326,0.01214063749999999,Incidence:Prevalence ratio,15-49 years
2060,95-95-95,NewAdultHIV,15330.23,18280.735,12762.5025,New HIV infections,15-49 years
2060,95-95-95,NewHIV15to49,7744.144,9772.47825,5699.189,New HIV infections,15+ years
2060,95-95-95,Prev15plus,0.07506924000000001,0.0779376525,0.072824005,HIV prevalence,15+ years
2060,95-95-95,Prev15to49,0.01441092,0.0161139225,0.012591805,HIV prevalence,15-49 years
2060,95-95-95,TotHIV15,4537560,4712523.5,4400074,Total living with HIV,15+ years
2060,95-95-95,TotHIV15to49,536661.6,600574.025,469397.1,Total living with HIV,15-49 years
2060,95-95-95,Total15plus,60444990,60544650,60315787.5,Total population,15+ years
2060,95-95-95,Total15to49,37239470,37300380,37149587.5,Total population,15-49 years
2061,95-95-95,ARTcoverage15to49,0.890964,0.9061831,0.87660845,ART coverage,15-49 years
2061,95-95-95,ARTcoverageAdult,0.9365036,0.939473825,0.93247045,ART coverage,15+ years
2061,95-95-95,HIVinc15plus,2.566505e-4,3.0814602500000004e-4,2.121848e-4,HIV incidence,15+ years
2061,95-95-95,HIVinc15to49,1.940718e-4,2.47045125e-4,1.4028475e-4,HIV incidence,15-49 years
2061,95-95-95,IncPrevRatio15plus,0.003303439,0.00381533299999999,0.002826638,Incidence:Prevalence ratio,15+ years
2061,95-95-95,IncPrevRatio15to49,0.01455496,0.0166284125,0.0122450225,Incidence:Prevalence ratio,15-49 years
2061,95-95-95,NewAdultHIV,14482.48,17341.4775,12001.44,New HIV infections,15-49 years
2061,95-95-95,NewHIV15to49,7125.891,9065.11575,5165.79725,New HIV infections,15+ years
2061,95-95-95,Prev15plus,0.0719703,0.0748079275,0.0697639875,HIV prevalence,15+ years
2061,95-95-95,Prev15to49,0.01305972,0.01467967999999999,0.0113256625,HIV prevalence,15-49 years
2061,95-95-95,TotHIV15,4367849,4541701,4232132.75,Total living with HIV,15+ years
2061,95-95-95,TotHIV15to49,485943.4,546686.5,421834.225,Total living with HIV,15-49 years
2061,95-95-95,Total15plus,60689630,60789727.5,60559437.5,Total population,15+ years
2061,95-95-95,Total15to49,37208820,37268930,37117985,Total population,15-49 years
2062,95-95-95,ARTcoverage15to49,0.8899925,0.90576775,0.87520455,ART coverage,15-49 years
2062,95-95-95,ARTcoverageAdult,0.9368192,0.9397658,0.93279335,ART coverage,15+ years
2062,95-95-95,HIVinc15plus,2.406294e-4,2.901182e-4,1.98009625e-4,HIV incidence,15+ years
2062,95-95-95,HIVinc15to49,1.785334e-4,2.2914175e-4,1.27057675e-4,HIV incidence,15-49 years
2062,95-95-95,IncPrevRatio15plus,0.003245271,0.00375963624999999,0.00276743374999999,Incidence:Prevalence ratio,15+ years
2062,95-95-95,IncPrevRatio15to49,0.01478766,0.0169788575,0.01235270499999999,Incidence:Prevalence ratio,15-49 years
2062,95-95-95,NewAdultHIV,13674.09,16443.1375,11278.0125,New HIV infections,15-49 years
2062,95-95-95,NewHIV15to49,6555.484,8409.226999999999,4678.2395,New HIV infections,15+ years
2062,95-95-95,Prev15plus,0.06890619,0.07171221250000001,0.066740005,HIV prevalence,15+ years
2062,95-95-95,Prev15to49,0.01183173,0.0133744125,0.0101799575,HIV prevalence,15-49 years
2062,95-95-95,TotHIV15,4197723,4370350.75,4063901,Total living with HIV,15+ years
2062,95-95-95,TotHIV15to49,439710.8,497479.375,378682.7,Total living with HIV,15-49 years
2062,95-95-95,Total15plus,60919370,61019850,60788187.5,Total population,15+ years
2062,95-95-95,Total15to49,37163080,37222457.5,37071227.5,Total population,15-49 years
2063,95-95-95,ARTcoverage15to49,0.8889241,0.90528925,0.8736854749999999,ART coverage,15-49 years
2063,95-95-95,ARTcoverageAdult,0.9371157,0.940043325,0.93309325,ART coverage,15+ years
2063,95-95-95,HIVinc15plus,2.255498e-4,2.7310187499999996e-4,1.8470742500000003e-4,HIV incidence,15+ years
2063,95-95-95,HIVinc15to49,1.643449e-4,2.12719075e-4,1.1509085e-4,HIV incidence,15-49 years
2063,95-95-95,IncPrevRatio15plus,0.00319151999999999,0.003708811,0.00271214624999999,Incidence:Prevalence ratio,15+ years
2063,95-95-95,IncPrevRatio15to49,0.01504602,0.0173599525,0.01248204499999999,Incidence:Prevalence ratio,15-49 years
2063,95-95-95,NewAdultHIV,12903.5,15583.9925,10590.665,New HIV infections,15-49 years
2063,95-95-95,NewHIV15to49,6031.9529999999995,7804.00475,4235.32025,New HIV infections,15+ years
2063,95-95-95,Prev15plus,0.06588138,0.06865483,0.06375035,HIV prevalence,15+ years
2063,95-95-95,Prev15to49,0.010708747,0.0121794575,0.00913499325,HIV prevalence,15-49 years
2063,95-95-95,TotHIV15,4027609,4198885,3895812,Total living with HIV,15+ years
2063,95-95-95,TotHIV15to49,397355.5,452336.9,339269.7,Total living with HIV,15-49 years
2063,95-95-95,Total15plus,61134230,61235150,61002137.5,Total population,15+ years
2063,95-95-95,Total15to49,37104990,37163685,37012247.5,Total population,15-49 years
2064,95-95-95,ARTcoverage15to49,0.8877923,0.9047664,0.872092225,ART coverage,15-49 years
2064,95-95-95,ARTcoverageAdult,0.9373936,0.9403064,0.933370925,ART coverage,15+ years
2064,95-95-95,HIVinc15plus,2.11358e-4,2.5703995000000003e-4,1.7222720000000002e-4,HIV incidence,15+ years
2064,95-95-95,HIVinc15to49,1.514263e-4,1.97690225e-4,1.04305725e-4,HIV incidence,15-49 years
2064,95-95-95,IncPrevRatio15plus,0.003142037,0.0036627095,0.00266063874999999,Incidence:Prevalence ratio,15+ years
2064,95-95-95,IncPrevRatio15to49,0.01532063,0.017760865,0.0126267275,Incidence:Prevalence ratio,15-49 years
2064,95-95-95,NewAdultHIV,12169.283,14762.7975,9937.99825,New HIV infections,15-49 years
2064,95-95-95,NewHIV15to49,5553.376,7247.547,3834.974,New HIV infections,15+ years
2064,95-95-95,Prev15plus,0.06290055,0.065640435,0.0607857975,HIV prevalence,15+ years
2064,95-95-95,Prev15to49,0.00969248,0.0110961725,0.00819175775,HIV prevalence,15-49 years
2064,95-95-95,TotHIV15,3857970,4027781.5,3727969.25,Total living with HIV,15+ years
2064,95-95-95,TotHIV15to49,358989,411364.35,303674,Total living with HIV,15-49 years
2064,95-95-95,Total15plus,61334380,61435750,61201387.5,Total population,15+ years
2064,95-95-95,Total15to49,37037110,37095345,36943567.5,Total population,15-49 years
2065,95-95-95,ARTcoverage15to49,0.8868131,0.9043756,0.8706743250000001,ART coverage,15-49 years
2065,95-95-95,ARTcoverageAdult,0.9376532,0.940555475,0.933626375,ART coverage,15+ years
2065,95-95-95,HIVinc15plus,1.980045e-4,2.4188175e-4,1.6052195e-4,HIV incidence,15+ years
2065,95-95-95,HIVinc15to49,1.3967956e-4,1.83946775e-4,9.461016e-5,HIV incidence,15-49 years
2065,95-95-95,IncPrevRatio15plus,0.003096685,0.00362119849999999,0.00261275025,Incidence:Prevalence ratio,15+ years
2065,95-95-95,IncPrevRatio15to49,0.01555343,0.0181211175,0.012731275,Incidence:Prevalence ratio,15-49 years
2065,95-95-95,NewAdultHIV,11470.216,13978.197499999998,9318.723000000002,New HIV infections,15-49 years
2065,95-95-95,NewHIV15to49,5117.462,6737.582,3474.669,New HIV infections,15+ years
2065,95-95-95,Prev15plus,0.05996835,0.06267355000000001,0.05787186,HIV prevalence,15+ years
2065,95-95-95,Prev15to49,0.00880733,0.010149183,0.007375211,HIV prevalence,15-49 years
2065,95-95-95,TotHIV15,3689269,3857480.25,3559927.25,Total living with HIV,15+ years
2065,95-95-95,TotHIV15to49,325587.5,375555.95,272879.89999999997,Total living with HIV,15-49 years
2065,95-95-95,Total15plus,61520210,61621995,61386415,Total population,15+ years
2065,95-95-95,Total15to49,36966870,37024782.5,36872587.5,Total population,15-49 years
2066,95-95-95,ARTcoverage15to49,0.8858724,0.904013375,0.869304025,ART coverage,15-49 years
2066,95-95-95,ARTcoverageAdult,0.9378946,0.94079165,0.9338596,ART coverage,15+ years
2066,95-95-95,HIVinc15plus,1.854461e-4,2.2758095e-4,1.4954945e-4,HIV incidence,15+ years
2066,95-95-95,HIVinc15to49,1.2899118e-4,1.713662e-4,8.589251500000001e-5,HIV incidence,15-49 years
2066,95-95-95,IncPrevRatio15plus,0.00305540499999999,0.003584248,0.002568413,Incidence:Prevalence ratio,15+ years
2066,95-95-95,IncPrevRatio15to49,0.01577528,0.0184708775,0.0128283175,Incidence:Prevalence ratio,15-49 years
2066,95-95-95,NewAdultHIV,10805.235,13229.325,8731.788999999999,New HIV infections,15-49 years
2066,95-95-95,NewHIV15to49,4720.957,6270.805249999999,3150.9375,New HIV infections,15+ years
2066,95-95-95,Prev15plus,0.05708975,0.059759075,0.055013505,HIV prevalence,15+ years
2066,95-95-95,Prev15to49,0.008018351,0.009303083,0.00664968025,HIV prevalence,15-49 years
2066,95-95-95,TotHIV15,3521995,3688489,3393474.25,Total living with HIV,15+ years
2066,95-95-95,TotHIV15to49,295876.6,343627.575,245577.55,Total living with HIV,15-49 years
2066,95-95-95,Total15plus,61692190,61794517.5,61557227.5,Total population,15+ years
2066,95-95-95,Total15to49,36898880,36956710,36803907.5,Total population,15-49 years
2067,95-95-95,ARTcoverage15to49,0.8851144,0.903788,0.868144125,ART coverage,15-49 years
2067,95-95-95,ARTcoverageAdult,0.9381177,0.941012825,0.934070825,ART coverage,15+ years
2067,95-95-95,HIVinc15plus,1.736427e-4,2.14096775e-4,1.39271925e-4,HIV incidence,15+ years
2067,95-95-95,HIVinc15to49,1.1924934e-4,1.5982062500000002e-4,7.8053815e-5,HIV incidence,15-49 years
2067,95-95-95,IncPrevRatio15plus,0.003018132,0.0035517825,0.00252755925,Incidence:Prevalence ratio,15+ years
2067,95-95-95,IncPrevRatio15to49,0.01594834,0.01876909,0.0128845625,Incidence:Prevalence ratio,15-49 years
2067,95-95-95,NewAdultHIV,10173.442,12515.28,8176.185750000001,New HIV infections,15-49 years
2067,95-95-95,NewHIV15to49,4362.141,5845.765,2861.64825,New HIV infections,15+ years
2067,95-95-95,Prev15plus,0.05426954,0.0569016875,0.052215455,HIV prevalence,15+ years
2067,95-95-95,Prev15to49,0.007330701,0.0085625,0.0060201295,HIV prevalence,15-49 years
2067,95-95-95,TotHIV15,3356626,3521262.25,3229087,Total living with HIV,15+ years
2067,95-95-95,TotHIV15to49,270173.3,315897.9,222053.625,Total living with HIV,15-49 years
2067,95-95-95,Total15plus,61850940,61953762.5,61714547.5,Total population,15+ years
2067,95-95-95,Total15to49,36853880,36911715,36758172.5,Total population,15-49 years
2068,95-95-95,ARTcoverage15to49,0.884391,0.903578675,0.8670202,ART coverage,15-49 years
2068,95-95-95,ARTcoverageAdult,0.9383232,0.941220775,0.934259825,ART coverage,15+ years
2068,95-95-95,HIVinc15plus,1.625564e-4,2.013879e-4,1.29653375e-4,HIV incidence,15+ years
2068,95-95-95,HIVinc15to49,1.103596e-4,1.49617325e-4,7.098518000000001e-5,HIV incidence,15-49 years
2068,95-95-95,IncPrevRatio15plus,0.002984825,0.003523781,0.00249012025,Incidence:Prevalence ratio,15+ years
2068,95-95-95,IncPrevRatio15to49,0.01611188,0.019058265,0.01293690499999999,Incidence:Prevalence ratio,15-49 years
2068,95-95-95,NewAdultHIV,9573.863,11835.0625,7650.948,New HIV infections,15-49 years
2068,95-95-95,NewHIV15to49,4033.946,5463.2905,2600.3585,New HIV infections,15+ years
2068,95-95-95,Prev15plus,0.05151272,0.0541063325,0.049482555,HIV prevalence,15+ years
2068,95-95-95,Prev15to49,0.006713027,0.0078946985,0.00545576525,HIV prevalence,15-49 years
2068,95-95-95,TotHIV15,3193648,3356295.5,3067234.5,Total living with HIV,15+ years
2068,95-95-95,TotHIV15to49,247070.1,290871.05,200957.7,Total living with HIV,15-49 years
2068,95-95-95,Total15plus,61997160,62100452.5,61859422.5,Total population,15+ years
2068,95-95-95,Total15to49,36803260,36861220,36706915,Total population,15-49 years
2069,95-95-95,ARTcoverage15to49,0.8836815,0.903363075,0.8659066,ART coverage,15-49 years
2069,95-95-95,ARTcoverageAdult,0.9385108,0.941415275,0.9344276,ART coverage,15+ years
2069,95-95-95,HIVinc15plus,1.521503e-4,1.89417325e-4,1.20657475e-4,HIV incidence,15+ years
2069,95-95-95,HIVinc15to49,1.0223409e-4,1.40247175e-4,6.460179e-5,HIV incidence,15-49 years
2069,95-95-95,IncPrevRatio15plus,0.002955429,0.003500198,0.002456035,Incidence:Prevalence ratio,15+ years
2069,95-95-95,IncPrevRatio15to49,0.0162719,0.019344495,0.0129928725,Incidence:Prevalence ratio,15-49 years
2069,95-95-95,NewAdultHIV,9005.564,11187.8175,7155.040500000001,New HIV infections,15-49 years
2069,95-95-95,NewHIV15to49,3733.502,5116.65575,2364.1845,New HIV infections,15+ years
2069,95-95-95,Prev15plus,0.04882392,0.05137751,0.04681935,HIV prevalence,15+ years
2069,95-95-95,Prev15to49,0.006154768,0.007288564,0.00494622425,HIV prevalence,15-49 years
2069,95-95-95,TotHIV15,3033522,3194043.25,2908382.25,Total living with HIV,15+ years
2069,95-95-95,TotHIV15to49,226187.7,268148.55,181915.825,Total living with HIV,15-49 years
2069,95-95-95,Total15plus,62131730,62235565,61992597.5,Total population,15+ years
2069,95-95-95,Total15to49,36748570,36807120,36651680,Total population,15-49 years
2070,95-95-95,ARTcoverage15to49,0.8829782,0.903126775,0.8647929,ART coverage,15-49 years
2070,95-95-95,ARTcoverageAdult,0.9386801,0.94159555,0.93457315,ART coverage,15+ years
2070,95-95-95,HIVinc15plus,1.423809e-4,1.7813950000000002e-4,1.1224255e-4,HIV incidence,15+ years
2070,95-95-95,HIVinc15to49,9.479651e-5,1.31601675e-4,5.88307225e-5,HIV incidence,15-49 years
2070,95-95-95,IncPrevRatio15plus,0.002929736,0.00348083475,0.0024250845,Incidence:Prevalence ratio,15+ years
2070,95-95-95,IncPrevRatio15to49,0.01643083,0.01962996,0.0130563925,Incidence:Prevalence ratio,15-49 years
2070,95-95-95,NewAdultHIV,8467.044,10572.1,6686.9775,New HIV infections,15-49 years
2070,95-95-95,NewHIV15to49,3458.304,4796.492,2150.6255,New HIV infections,15+ years
2070,95-95-95,Prev15plus,0.04620754,0.0487195425,0.0442302075,HIV prevalence,15+ years
2070,95-95-95,Prev15to49,0.005648593,0.0067364545,0.00448449575,HIV prevalence,15-49 years
2070,95-95-95,TotHIV15,2876680,3034933.25,2752949.25,Total living with HIV,15+ years
2070,95-95-95,TotHIV15to49,207264.8,247460.225,164676.675,Total living with HIV,15-49 years
2070,95-95-95,Total15plus,62255510,62359877.5,62114995,Total population,15+ years
2070,95-95-95,Total15to49,36691590,36751160,36594322.5,Total population,15-49 years
2071,95-95-95,ARTcoverage15to49,0.8822578,0.90284855,0.863656,ART coverage,15-49 years
2071,95-95-95,ARTcoverageAdult,0.9388314,0.9417616,0.934696475,ART coverage,15+ years
2071,95-95-95,HIVinc15plus,1.332184e-4,1.6752232500000003e-4,1.0438005e-4,HIV incidence,15+ years
2071,95-95-95,HIVinc15to49,8.797336e-5,1.23605025e-4,5.36039475e-5,HIV incidence,15-49 years
2071,95-95-95,IncPrevRatio15plus,0.002907774,0.003465738,0.0023972735,Incidence:Prevalence ratio,15+ years
2071,95-95-95,IncPrevRatio15to49,0.0165954,0.0199204625,0.01313470749999999,Incidence:Prevalence ratio,15-49 years
2071,95-95-95,NewAdultHIV,7957.527,9987.2055,6245.9085000000005,New HIV infections,15-49 years
