year,modeled_scenario,Total15plus,Total15to49,indicator,mean,upper_CI,lower_CI,type,group
2039,95-95-95,52660550,35727940,IncPrevRatio15to49,0.01207363,NA,NA,Incidence:Prevalence ratio,15-49 years
2039,95-95-95,52660550,35727940,NewAdultHIV,46353.02,NA,NA,New HIV infections,15-49 years
2039,95-95-95,52660550,35727940,NewHIV15to49,34205.38,NA,NA,New HIV infections,15+ years
2039,95-95-95,52660550,35727940,Prev15plus,0.1415871,NA,NA,HIV prevalence,15+ years
2039,95-95-95,52660550,35727940,Prev15to49,0.07922207,NA,NA,HIV prevalence,15-49 years
2039,95-95-95,52660550,35727940,TotHIV15,7456040,NA,NA,Total living with HIV,15+ years
2039,95-95-95,52660550,35727940,TotHIV15to49,2830443,NA,NA,Total living with HIV,15-49 years
2039,95-95-95,52744032.5,35782837.5,ARTcoverage15to49,NA,0.9121038,NA,ART coverage,15-49 years
2039,95-95-95,52744032.5,35782837.5,ARTcoverageAdult,NA,0.92801725,NA,ART coverage,15+ years
2039,95-95-95,52744032.5,35782837.5,HIVinc15plus,NA,0.00114214825,NA,HIV incidence,15+ years
2039,95-95-95,52744032.5,35782837.5,HIVinc15to49,NA,0.001180672,NA,HIV incidence,15-49 years
2039,95-95-95,52744032.5,35782837.5,IncPrevRatio15plus,NA,0.0067499425,NA,Incidence:Prevalence ratio,15+ years
2039,95-95-95,52744032.5,35782837.5,IncPrevRatio15to49,NA,0.01316370999999999,NA,Incidence:Prevalence ratio,15-49 years
2039,95-95-95,52744032.5,35782837.5,NewAdultHIV,NA,51628.6525,NA,New HIV infections,15-49 years
2039,95-95-95,52744032.5,35782837.5,NewHIV15to49,NA,38715.4075,NA,New HIV infections,15+ years
2039,95-95-95,52744032.5,35782837.5,Prev15plus,NA,0.14490277499999998,NA,HIV prevalence,15+ years
2039,95-95-95,52744032.5,35782837.5,Prev15to49,NA,0.08258861249999999,NA,HIV prevalence,15-49 years
2039,95-95-95,52744032.5,35782837.5,TotHIV15,NA,7627889.25,NA,Total living with HIV,15+ years
2039,95-95-95,52744032.5,35782837.5,TotHIV15to49,NA,2951882,NA,Total living with HIV,15-49 years
2039,95-95-95,52571445,35648135,ARTcoverage15to49,NA,NA,0.8917314000000001,ART coverage,15-49 years
2039,95-95-95,52571445,35648135,ARTcoverageAdult,NA,NA,0.91762125,ART coverage,15+ years
2039,95-95-95,52571445,35648135,HIVinc15plus,NA,NA,9.10274275e-4,HIV incidence,15+ years
2039,95-95-95,52571445,35648135,HIVinc15to49,NA,NA,9.07113225e-4,HIV incidence,15-49 years
2039,95-95-95,52571445,35648135,IncPrevRatio15plus,NA,NA,0.005601869,Incidence:Prevalence ratio,15+ years
2039,95-95-95,52571445,35648135,IncPrevRatio15to49,NA,NA,0.01078991,Incidence:Prevalence ratio,15-49 years
2039,95-95-95,52571445,35648135,NewAdultHIV,NA,NA,41445.26,New HIV infections,15-49 years
2039,95-95-95,52571445,35648135,NewHIV15to49,NA,NA,29928.417500000003,New HIV infections,15+ years
2039,95-95-95,52571445,35648135,Prev15plus,NA,NA,0.13847700000000002,HIV prevalence,15+ years
2039,95-95-95,52571445,35648135,Prev15to49,NA,NA,0.076774305,HIV prevalence,15-49 years
2039,95-95-95,52571445,35648135,TotHIV15,NA,NA,7294790.75,Total living with HIV,15+ years
2039,95-95-95,52571445,35648135,TotHIV15to49,NA,NA,2741081.5,Total living with HIV,15-49 years
2040,95-95-95,53142710,35761690,ARTcoverage15to49,0.9014188,NA,NA,ART coverage,15-49 years
2040,95-95-95,53142710,35761690,ARTcoverageAdult,0.924117,NA,NA,ART coverage,15+ years
2040,95-95-95,53142710,35761690,HIVinc15plus,9.593887e-4,NA,NA,HIV incidence,15+ years
2040,95-95-95,53142710,35761690,HIVinc15to49,9.668827e-4,NA,NA,HIV incidence,15-49 years
2040,95-95-95,53142710,35761690,IncPrevRatio15plus,0.005962929,NA,NA,Incidence:Prevalence ratio,15+ years
2040,95-95-95,53142710,35761690,IncPrevRatio15to49,0.01215284,NA,NA,Incidence:Prevalence ratio,15-49 years
2040,95-95-95,53142710,35761690,NewAdultHIV,44092.75,NA,NA,New HIV infections,15-49 years
2040,95-95-95,53142710,35761690,NewHIV15to49,32027.55,NA,NA,New HIV infections,15+ years
2040,95-95-95,53142710,35761690,Prev15plus,0.1385301,NA,NA,HIV prevalence,15+ years
2040,95-95-95,53142710,35761690,Prev15to49,0.07361688,NA,NA,HIV prevalence,15-49 years
2040,95-95-95,53142710,35761690,TotHIV15,7361838,NA,NA,Total living with HIV,15+ years
2040,95-95-95,53142710,35761690,TotHIV15to49,2632666,NA,NA,Total living with HIV,15-49 years
2040,95-95-95,53225045,35817952.5,ARTcoverage15to49,NA,0.912104,NA,ART coverage,15-49 years
2040,95-95-95,53225045,35817952.5,ARTcoverageAdult,NA,0.928886625,NA,ART coverage,15+ years
2040,95-95-95,53225045,35817952.5,HIVinc15plus,NA,0.00107557725,NA,HIV incidence,15+ years
2040,95-95-95,53225045,35817952.5,HIVinc15to49,NA,0.00110179275,NA,HIV incidence,15-49 years
2040,95-95-95,53225045,35817952.5,IncPrevRatio15plus,NA,0.00651701675,NA,Incidence:Prevalence ratio,15+ years
2040,95-95-95,53225045,35817952.5,IncPrevRatio15to49,NA,0.0132597575,NA,Incidence:Prevalence ratio,15-49 years
2040,95-95-95,53225045,35817952.5,NewAdultHIV,NA,49231.4825,NA,New HIV infections,15-49 years
2040,95-95-95,53225045,35817952.5,NewHIV15to49,NA,36385.43,NA,New HIV infections,15+ years
2040,95-95-95,53225045,35817952.5,Prev15plus,NA,0.1418389,NA,HIV prevalence,15+ years
2040,95-95-95,53225045,35817952.5,Prev15to49,NA,0.076980655,NA,HIV prevalence,15-49 years
2040,95-95-95,53225045,35817952.5,TotHIV15,NA,7535180.75,NA,Total living with HIV,15+ years
2040,95-95-95,53225045,35817952.5,TotHIV15to49,NA,2754259.75,NA,Total living with HIV,15-49 years
2040,95-95-95,53051210,35679610,ARTcoverage15to49,NA,NA,0.891565975,ART coverage,15-49 years
2040,95-95-95,53051210,35679610,ARTcoverageAdult,NA,NA,0.918836825,ART coverage,15+ years
2040,95-95-95,53051210,35679610,HIVinc15plus,NA,NA,8.5311255e-4,HIV incidence,15+ years
2040,95-95-95,53051210,35679610,HIVinc15to49,NA,NA,8.39272775e-4,HIV incidence,15-49 years
2040,95-95-95,53051210,35679610,IncPrevRatio15plus,NA,NA,0.00538860275,Incidence:Prevalence ratio,15+ years
2040,95-95-95,53051210,35679610,IncPrevRatio15to49,NA,NA,0.01084044,Incidence:Prevalence ratio,15-49 years
2040,95-95-95,53051210,35679610,NewAdultHIV,NA,NA,39329.21000000001,New HIV infections,15-49 years
2040,95-95-95,53051210,35679610,NewHIV15to49,NA,NA,27888.045,New HIV infections,15+ years
2040,95-95-95,53051210,35679610,Prev15plus,NA,NA,0.13549022500000002,HIV prevalence,15+ years
2040,95-95-95,53051210,35679610,Prev15to49,NA,NA,0.07126806749999999,HIV prevalence,15-49 years
2040,95-95-95,53051210,35679610,TotHIV15,NA,NA,7202636.25,Total living with HIV,15+ years
2040,95-95-95,53051210,35679610,TotHIV15to49,NA,NA,2546705.75,Total living with HIV,15-49 years
2041,95-95-95,53611930,35802620,ARTcoverage15to49,0.9012307,NA,NA,ART coverage,15-49 years
2041,95-95-95,53611930,35802620,ARTcoverageAdult,0.9250963,NA,NA,ART coverage,15+ years
2041,95-95-95,53611930,35802620,HIVinc15plus,9.01606e-4,NA,NA,HIV incidence,15+ years
2041,95-95-95,53611930,35802620,HIVinc15to49,8.993517e-4,NA,NA,HIV incidence,15-49 years
2041,95-95-95,53611930,35802620,IncPrevRatio15plus,0.005751449,NA,NA,Incidence:Prevalence ratio,15+ years
2041,95-95-95,53611930,35802620,IncPrevRatio15to49,0.01223716,NA,NA,Incidence:Prevalence ratio,15-49 years
2041,95-95-95,53611930,35802620,NewAdultHIV,41943.89,NA,NA,New HIV infections,15-49 years
2041,95-95-95,53611930,35802620,NewHIV15to49,29993.29,NA,NA,New HIV infections,15+ years
2041,95-95-95,53611930,35802620,Prev15plus,0.13545100000000002,NA,NA,HIV prevalence,15+ years
2041,95-95-95,53611930,35802620,Prev15to49,0.06837958,NA,NA,HIV prevalence,15-49 years
2041,95-95-95,53611930,35802620,TotHIV15,7261776,NA,NA,Total living with HIV,15+ years
2041,95-95-95,53611930,35802620,TotHIV15to49,2448175,NA,NA,Total living with HIV,15-49 years
2041,95-95-95,53693730,35860267.5,ARTcoverage15to49,NA,0.91204275,NA,ART coverage,15-49 years
2041,95-95-95,53693730,35860267.5,ARTcoverageAdult,NA,0.929693075,NA,ART coverage,15+ years
2041,95-95-95,53693730,35860267.5,HIVinc15plus,NA,0.0010133015,NA,HIV incidence,15+ years
2041,95-95-95,53693730,35860267.5,HIVinc15to49,NA,0.0010286693,NA,HIV incidence,15-49 years
2041,95-95-95,53693730,35860267.5,IncPrevRatio15plus,NA,0.00629886275,NA,Incidence:Prevalence ratio,15+ years
2041,95-95-95,53693730,35860267.5,IncPrevRatio15to49,NA,0.0133613,NA,Incidence:Prevalence ratio,15-49 years
2041,95-95-95,53693730,35860267.5,NewAdultHIV,NA,46951.02,NA,New HIV infections,15-49 years
2041,95-95-95,53693730,35860267.5,NewHIV15to49,NA,34204.4225,NA,New HIV infections,15+ years
2041,95-95-95,53693730,35860267.5,Prev15plus,NA,0.138749475,NA,HIV prevalence,15+ years
2041,95-95-95,53693730,35860267.5,Prev15to49,NA,0.0717302075,NA,HIV prevalence,15-49 years
2041,95-95-95,53693730,35860267.5,TotHIV15,NA,7436461.25,NA,Total living with HIV,15+ years
2041,95-95-95,53693730,35860267.5,TotHIV15to49,NA,2569549.75,NA,Total living with HIV,15-49 years
2041,95-95-95,53518075,35718330,ARTcoverage15to49,NA,NA,0.891315875,ART coverage,15-49 years
2041,95-95-95,53518075,35718330,ARTcoverageAdult,NA,NA,0.9199532,ART coverage,15+ years
2041,95-95-95,53518075,35718330,HIVinc15plus,NA,NA,7.99737425e-4,HIV incidence,15+ years
2041,95-95-95,53518075,35718330,HIVinc15to49,NA,NA,7.766243000000001e-4,HIV incidence,15-49 years
2041,95-95-95,53518075,35718330,IncPrevRatio15plus,NA,NA,0.0051881695,Incidence:Prevalence ratio,15+ years
2041,95-95-95,53518075,35718330,IncPrevRatio15to49,NA,NA,0.01089458,Incidence:Prevalence ratio,15-49 years
2041,95-95-95,53518075,35718330,NewAdultHIV,NA,NA,37318.7325,New HIV infections,15-49 years
2041,95-95-95,53518075,35718330,NewHIV15to49,NA,NA,25984.385,New HIV infections,15+ years
2041,95-95-95,53518075,35718330,Prev15plus,NA,NA,0.13248135,HIV prevalence,15+ years
2041,95-95-95,53518075,35718330,Prev15to49,NA,NA,0.0661286875,HIV prevalence,15-49 years
2041,95-95-95,53518075,35718330,TotHIV15,NA,NA,7104736.5,Total living with HIV,15+ years
2041,95-95-95,53518075,35718330,TotHIV15to49,NA,NA,2365596,Total living with HIV,15-49 years
2042,95-95-95,54067840,35850880,ARTcoverage15to49,0.9010034,NA,NA,ART coverage,15-49 years
2042,95-95-95,54067840,35850880,ARTcoverageAdult,0.9260073,NA,NA,ART coverage,15+ years
2042,95-95-95,54067840,35850880,HIVinc15plus,8.47435e-4,NA,NA,HIV incidence,15+ years
2042,95-95-95,54067840,35850880,HIVinc15to49,8.367177e-4,NA,NA,HIV incidence,15-49 years
2042,95-95-95,54067840,35850880,IncPrevRatio15plus,0.005552005,NA,NA,Incidence:Prevalence ratio,15+ years
2042,95-95-95,54067840,35850880,IncPrevRatio15to49,0.0123178,NA,NA,Incidence:Prevalence ratio,15-49 years
2042,95-95-95,54067840,35850880,NewAdultHIV,39894.24,NA,NA,New HIV infections,15-49 years
2042,95-95-95,54067840,35850880,NewHIV15to49,28087.7,NA,NA,New HIV infections,15+ years
2042,95-95-95,54067840,35850880,Prev15plus,0.1323538,NA,NA,HIV prevalence,15+ years
2042,95-95-95,54067840,35850880,Prev15to49,0.06352214,NA,NA,HIV prevalence,15-49 years
2042,95-95-95,54067840,35850880,TotHIV15,7156065,NA,NA,Total living with HIV,15+ years
2042,95-95-95,54067840,35850880,TotHIV15to49,2277331,NA,NA,Total living with HIV,15-49 years
2042,95-95-95,54151182.5,35909750,ARTcoverage15to49,NA,0.9119478250000002,NA,ART coverage,15-49 years
2042,95-95-95,54151182.5,35909750,ARTcoverageAdult,NA,0.930446275,NA,ART coverage,15+ years
2042,95-95-95,54151182.5,35909750,HIVinc15plus,NA,9.54863e-4,NA,HIV incidence,15+ years
2042,95-95-95,54151182.5,35909750,HIVinc15to49,NA,9.60694e-4,NA,HIV incidence,15-49 years
2042,95-95-95,54151182.5,35909750,IncPrevRatio15plus,NA,0.00609347175,NA,Incidence:Prevalence ratio,15+ years
2042,95-95-95,54151182.5,35909750,IncPrevRatio15to49,NA,0.013459325,NA,Incidence:Prevalence ratio,15-49 years
2042,95-95-95,54151182.5,35909750,NewAdultHIV,NA,44773.9,NA,New HIV infections,15-49 years
2042,95-95-95,54151182.5,35909750,NewHIV15to49,NA,32156.5975,NA,New HIV infections,15+ years
2042,95-95-95,54151182.5,35909750,Prev15plus,NA,0.135640275,NA,HIV prevalence,15+ years
2042,95-95-95,54151182.5,35909750,Prev15to49,NA,0.0668485275,NA,HIV prevalence,15-49 years
2042,95-95-95,54151182.5,35909750,TotHIV15,NA,7331927.5,NA,Total living with HIV,15+ years
2042,95-95-95,54151182.5,35909750,TotHIV15to49,NA,2398091.25,NA,Total living with HIV,15-49 years
2042,95-95-95,53971585,35764627.5,ARTcoverage15to49,NA,NA,0.891019425,ART coverage,15-49 years
2042,95-95-95,53971585,35764627.5,ARTcoverageAdult,NA,NA,0.920985925,ART coverage,15+ years
2042,95-95-95,53971585,35764627.5,HIVinc15plus,NA,NA,7.497435e-4,HIV incidence,15+ years
2042,95-95-95,53971585,35764627.5,HIVinc15to49,NA,NA,7.1862765e-4,HIV incidence,15-49 years
2042,95-95-95,53971585,35764627.5,IncPrevRatio15plus,NA,NA,0.00499879725,Incidence:Prevalence ratio,15+ years
2042,95-95-95,53971585,35764627.5,IncPrevRatio15to49,NA,NA,0.01094432,Incidence:Prevalence ratio,15-49 years
2042,95-95-95,53971585,35764627.5,NewAdultHIV,NA,NA,35402.4625,New HIV infections,15-49 years
2042,95-95-95,53971585,35764627.5,NewHIV15to49,NA,NA,24203.825,New HIV infections,15+ years
2042,95-95-95,53971585,35764627.5,Prev15plus,NA,NA,0.12945515,HIV prevalence,15+ years
2042,95-95-95,53971585,35764627.5,Prev15to49,NA,NA,0.06136536249999999,HIV prevalence,15-49 years
2042,95-95-95,53971585,35764627.5,TotHIV15,NA,NA,7001286,Total living with HIV,15+ years
2042,95-95-95,53971585,35764627.5,TotHIV15to49,NA,NA,2198014.75,Total living with HIV,15-49 years
2043,95-95-95,54510920,35908690,ARTcoverage15to49,0.9007552,NA,NA,ART coverage,15-49 years
2043,95-95-95,54510920,35908690,ARTcoverageAdult,0.9268599,NA,NA,ART coverage,15+ years
2043,95-95-95,54510920,35908690,HIVinc15plus,7.965426e-4,NA,NA,HIV incidence,15+ years
2043,95-95-95,54510920,35908690,HIVinc15to49,7.784977e-4,NA,NA,HIV incidence,15-49 years
2043,95-95-95,54510920,35908690,IncPrevRatio15plus,0.005363335,NA,NA,Incidence:Prevalence ratio,15+ years
2043,95-95-95,54510920,35908690,IncPrevRatio15to49,0.01239056,NA,NA,Incidence:Prevalence ratio,15-49 years
2043,95-95-95,54510920,35908690,NewAdultHIV,37935.01,NA,NA,New HIV infections,15-49 years
2043,95-95-95,54510920,35908690,NewHIV15to49,26300.99,NA,NA,New HIV infections,15+ years
2043,95-95-95,54510920,35908690,Prev15plus,0.129239,NA,NA,HIV prevalence,15+ years
2043,95-95-95,54510920,35908690,Prev15to49,0.05902858,NA,NA,HIV prevalence,15-49 years
2043,95-95-95,54510920,35908690,TotHIV15,7044915,NA,NA,Total living with HIV,15+ years
2043,95-95-95,54510920,35908690,TotHIV15to49,2119645,NA,NA,Total living with HIV,15-49 years
2043,95-95-95,54595835,35968970,ARTcoverage15to49,NA,0.911832675,NA,ART coverage,15-49 years
2043,95-95-95,54595835,35968970,ARTcoverageAdult,NA,0.931154225,NA,ART coverage,15+ years
2043,95-95-95,54595835,35968970,HIVinc15plus,NA,8.9989815e-4,NA,HIV incidence,15+ years
2043,95-95-95,54595835,35968970,HIVinc15to49,NA,8.9735015e-4,NA,HIV incidence,15-49 years
2043,95-95-95,54595835,35968970,IncPrevRatio15plus,NA,0.005899474,NA,Incidence:Prevalence ratio,15+ years
2043,95-95-95,54595835,35968970,IncPrevRatio15to49,NA,0.0135499975,NA,Incidence:Prevalence ratio,15-49 years
2043,95-95-95,54595835,35968970,NewAdultHIV,NA,42690.48,NA,New HIV infections,15-49 years
2043,95-95-95,54595835,35968970,NewHIV15to49,NA,30231.745000000003,NA,New HIV infections,15+ years
2043,95-95-95,54595835,35968970,Prev15plus,NA,0.132511075,NA,HIV prevalence,15+ years
2043,95-95-95,54595835,35968970,Prev15to49,NA,0.062319495,NA,HIV prevalence,15-49 years
2043,95-95-95,54595835,35968970,TotHIV15,NA,7221797.25,NA,Total living with HIV,15+ years
2043,95-95-95,54595835,35968970,TotHIV15to49,NA,2239387,NA,Total living with HIV,15-49 years
2043,95-95-95,54412317.5,35820670,ARTcoverage15to49,NA,NA,0.8906959750000001,ART coverage,15-49 years
2043,95-95-95,54412317.5,35820670,ARTcoverageAdult,NA,NA,0.921948,ART coverage,15+ years
2043,95-95-95,54412317.5,35820670,HIVinc15plus,NA,NA,7.02823825e-4,HIV incidence,15+ years
2043,95-95-95,54412317.5,35820670,HIVinc15to49,NA,NA,6.64848e-4,HIV incidence,15-49 years
2043,95-95-95,54412317.5,35820670,IncPrevRatio15plus,NA,NA,0.00481934075,Incidence:Prevalence ratio,15+ years
2043,95-95-95,54412317.5,35820670,IncPrevRatio15to49,NA,NA,0.0109860175,Incidence:Prevalence ratio,15-49 years
2043,95-95-95,54412317.5,35820670,NewAdultHIV,NA,NA,33572.402500000004,New HIV infections,15-49 years
2043,95-95-95,54412317.5,35820670,NewHIV15to49,NA,NA,22537.785000000003,New HIV infections,15+ years
2043,95-95-95,54412317.5,35820670,Prev15plus,NA,NA,0.1264103,HIV prevalence,15+ years
2043,95-95-95,54412317.5,35820670,Prev15to49,NA,NA,0.05692388,HIV prevalence,15-49 years
2043,95-95-95,54412317.5,35820670,TotHIV15,NA,NA,6892491.5,Total living with HIV,15+ years
2043,95-95-95,54412317.5,35820670,TotHIV15to49,NA,NA,2042996.5,Total living with HIV,15-49 years
2044,95-95-95,54941630,35977030,ARTcoverage15to49,0.900501,NA,NA,ART coverage,15-49 years
2044,95-95-95,54941630,35977030,ARTcoverageAdult,0.9276618,NA,NA,ART coverage,15+ years
2044,95-95-95,54941630,35977030,HIVinc15plus,7.486917e-4,NA,NA,HIV incidence,15+ years
2044,95-95-95,54941630,35977030,HIVinc15to49,7.243199e-4,NA,NA,HIV incidence,15-49 years
2044,95-95-95,54941630,35977030,IncPrevRatio15plus,0.005184687,NA,NA,Incidence:Prevalence ratio,15+ years
2044,95-95-95,54941630,35977030,IncPrevRatio15to49,0.01245399,NA,NA,Incidence:Prevalence ratio,15-49 years
2044,95-95-95,54941630,35977030,NewAdultHIV,36061.51,NA,NA,New HIV infections,15-49 years
2044,95-95-95,54941630,35977030,NewHIV15to49,24625.41,NA,NA,New HIV infections,15+ years
2044,95-95-95,54941630,35977030,Prev15plus,0.1261076,NA,NA,HIV prevalence,15+ years
2044,95-95-95,54941630,35977030,Prev15to49,0.05487366,NA,NA,HIV prevalence,15-49 years
2044,95-95-95,54941630,35977030,TotHIV15,6928538,NA,NA,Total living with HIV,15+ years
2044,95-95-95,54941630,35977030,TotHIV15to49,1974199,NA,NA,Total living with HIV,15-49 years
2044,95-95-95,55028132.5,36038795,ARTcoverage15to49,NA,0.911709075,NA,ART coverage,15-49 years
2044,95-95-95,55028132.5,36038795,ARTcoverageAdult,NA,0.931823375,NA,ART coverage,15+ years
2044,95-95-95,55028132.5,36038795,HIVinc15plus,NA,8.481542e-4,NA,HIV incidence,15+ years
2044,95-95-95,55028132.5,36038795,HIVinc15to49,NA,8.3825145e-4,NA,HIV incidence,15-49 years
2044,95-95-95,55028132.5,36038795,IncPrevRatio15plus,NA,0.00571606524999999,NA,Incidence:Prevalence ratio,15+ years
2044,95-95-95,55028132.5,36038795,IncPrevRatio15to49,NA,0.0136321375,NA,Incidence:Prevalence ratio,15-49 years
2044,95-95-95,55028132.5,36038795,NewAdultHIV,NA,40695.8825,NA,New HIV infections,15-49 years
2044,95-95-95,55028132.5,36038795,NewHIV15to49,NA,28422.0875,NA,New HIV infections,15+ years
2044,95-95-95,55028132.5,36038795,Prev15plus,NA,0.1293641,NA,HIV prevalence,15+ years
2044,95-95-95,55028132.5,36038795,Prev15to49,NA,0.0581177875,NA,HIV prevalence,15-49 years
2044,95-95-95,55028132.5,36038795,TotHIV15,NA,7106285,NA,Total living with HIV,15+ years
2044,95-95-95,55028132.5,36038795,TotHIV15to49,NA,2092514,NA,Total living with HIV,15-49 years
2044,95-95-95,54840672.5,35887657.5,ARTcoverage15to49,NA,NA,0.8903599750000001,ART coverage,15-49 years
2044,95-95-95,54840672.5,35887657.5,ARTcoverageAdult,NA,NA,0.92284875,ART coverage,15+ years
2044,95-95-95,54840672.5,35887657.5,HIVinc15plus,NA,NA,6.58758e-4,HIV incidence,15+ years
2044,95-95-95,54840672.5,35887657.5,HIVinc15to49,NA,NA,6.1494055e-4,HIV incidence,15-49 years
2044,95-95-95,54840672.5,35887657.5,IncPrevRatio15plus,NA,NA,0.0046491125,Incidence:Prevalence ratio,15+ years
2044,95-95-95,54840672.5,35887657.5,IncPrevRatio15to49,NA,NA,0.0110188175,Incidence:Prevalence ratio,15-49 years
2044,95-95-95,54840672.5,35887657.5,NewAdultHIV,NA,NA,31824.2875,New HIV infections,15-49 years
2044,95-95-95,54840672.5,35887657.5,NewHIV15to49,NA,NA,20979.075,New HIV infections,15+ years
2044,95-95-95,54840672.5,35887657.5,Prev15plus,NA,NA,0.123350125,HIV prevalence,15+ years
2044,95-95-95,54840672.5,35887657.5,Prev15to49,NA,NA,0.0527928,HIV prevalence,15-49 years
2044,95-95-95,54840672.5,35887657.5,TotHIV15,NA,NA,6778564,Total living with HIV,15+ years
2044,95-95-95,54840672.5,35887657.5,TotHIV15to49,NA,NA,1898286.5,Total living with HIV,15-49 years
2045,95-95-95,55360590,36054390,ARTcoverage15to49,0.9002474,NA,NA,ART coverage,15-49 years
2045,95-95-95,55360590,36054390,ARTcoverageAdult,0.928418,NA,NA,ART coverage,15+ years
2045,95-95-95,55360590,36054390,HIVinc15plus,7.036723999999999e-4,NA,NA,HIV incidence,15+ years
2045,95-95-95,55360590,36054390,HIVinc15to49,6.738708e-4,NA,NA,HIV incidence,15-49 years
2045,95-95-95,55360590,36054390,IncPrevRatio15plus,0.00501542,NA,NA,Incidence:Prevalence ratio,15+ years
2045,95-95-95,55360590,36054390,IncPrevRatio15to49,0.01250741,NA,NA,Incidence:Prevalence ratio,15-49 years
2045,95-95-95,55360590,36054390,NewAdultHIV,34269.8,NA,NA,New HIV infections,15-49 years
2045,95-95-95,55360590,36054390,NewHIV15to49,23052.81,NA,NA,New HIV infections,15+ years
2045,95-95-95,55360590,36054390,Prev15plus,0.1229608,NA,NA,HIV prevalence,15+ years
2045,95-95-95,55360590,36054390,Prev15to49,0.05103161,NA,NA,HIV prevalence,15-49 years
2045,95-95-95,55360590,36054390,TotHIV15,6807165,NA,NA,Total living with HIV,15+ years
2045,95-95-95,55360590,36054390,TotHIV15to49,1839922,NA,NA,Total living with HIV,15-49 years
2045,95-95-95,55448520,36117520,ARTcoverage15to49,NA,0.911580575,NA,ART coverage,15-49 years
2045,95-95-95,55448520,36117520,ARTcoverageAdult,NA,0.932456725,NA,ART coverage,15+ years
2045,95-95-95,55448520,36117520,HIVinc15plus,NA,7.99405725e-4,NA,HIV incidence,15+ years
2045,95-95-95,55448520,36117520,HIVinc15to49,NA,7.83070725e-4,NA,HIV incidence,15-49 years
2045,95-95-95,55448520,36117520,IncPrevRatio15plus,NA,0.0055425645,NA,Incidence:Prevalence ratio,15+ years
2045,95-95-95,55448520,36117520,IncPrevRatio15to49,NA,0.0137055875,NA,Incidence:Prevalence ratio,15-49 years
2045,95-95-95,55448520,36117520,NewAdultHIV,NA,38785.675,NA,New HIV infections,15-49 years
2045,95-95-95,55448520,36117520,NewHIV15to49,NA,26719.0375,NA,New HIV infections,15+ years
2045,95-95-95,55448520,36117520,Prev15plus,NA,0.126200125,NA,HIV prevalence,15+ years
2045,95-95-95,55448520,36117520,Prev15to49,NA,0.0542180225,NA,HIV prevalence,15-49 years
2045,95-95-95,55448520,36117520,TotHIV15,NA,6985639.5,NA,Total living with HIV,15+ years
2045,95-95-95,55448520,36117520,TotHIV15to49,NA,1956422.5,NA,Total living with HIV,15-49 years
2045,95-95-95,55257350,35963867.5,ARTcoverage15to49,NA,NA,0.89001865,ART coverage,15-49 years
2045,95-95-95,55257350,35963867.5,ARTcoverageAdult,NA,NA,0.9236944,ART coverage,15+ years
2045,95-95-95,55257350,35963867.5,HIVinc15plus,NA,NA,6.173534e-4,HIV incidence,15+ years
2045,95-95-95,55257350,35963867.5,HIVinc15to49,NA,NA,5.686133e-4,HIV incidence,15-49 years
2045,95-95-95,55257350,35963867.5,IncPrevRatio15plus,NA,NA,0.0044875405,Incidence:Prevalence ratio,15+ years
2045,95-95-95,55257350,35963867.5,IncPrevRatio15to49,NA,NA,0.0110424875,Incidence:Prevalence ratio,15-49 years
2045,95-95-95,55257350,35963867.5,NewAdultHIV,NA,NA,30154.675000000003,New HIV infections,15-49 years
2045,95-95-95,55257350,35963867.5,NewHIV15to49,NA,NA,19520.2825,New HIV infections,15+ years
2045,95-95-95,55257350,35963867.5,Prev15plus,NA,NA,0.120273075,HIV prevalence,15+ years
2045,95-95-95,55257350,35963867.5,Prev15to49,NA,NA,0.04896836,HIV prevalence,15-49 years
2045,95-95-95,55257350,35963867.5,TotHIV15,NA,NA,6659717,Total living with HIV,15+ years
2045,95-95-95,55257350,35963867.5,TotHIV15to49,NA,NA,1764509.75,Total living with HIV,15-49 years
2046,95-95-95,55768320,36141730,ARTcoverage15to49,0.900009,NA,NA,ART coverage,15-49 years
2046,95-95-95,55768320,36141730,ARTcoverageAdult,0.9291329,NA,NA,ART coverage,15+ years
2046,95-95-95,55768320,36141730,HIVinc15plus,6.612977e-4,NA,NA,HIV incidence,15+ years
2046,95-95-95,55768320,36141730,HIVinc15to49,6.268229000000001e-4,NA,NA,HIV incidence,15-49 years
2046,95-95-95,55768320,36141730,IncPrevRatio15plus,0.004854962,NA,NA,Incidence:Prevalence ratio,15+ years
2046,95-95-95,55768320,36141730,IncPrevRatio15to49,0.01254897,NA,NA,Incidence:Prevalence ratio,15-49 years
2046,95-95-95,55768320,36141730,NewAdultHIV,32556.300000000003,NA,NA,New HIV infections,15-49 years
2046,95-95-95,55768320,36141730,NewHIV15to49,21575.67,NA,NA,New HIV infections,15+ years
2046,95-95-95,55768320,36141730,Prev15plus,0.1198001,NA,NA,HIV prevalence,15+ years
2046,95-95-95,55768320,36141730,Prev15to49,0.04747981,NA,NA,HIV prevalence,15-49 years
2046,95-95-95,55768320,36141730,TotHIV15,6681041,NA,NA,Total living with HIV,15+ years
2046,95-95-95,55768320,36141730,TotHIV15to49,1716013,NA,NA,Total living with HIV,15-49 years
2046,95-95-95,55857652.5,36205967.5,ARTcoverage15to49,NA,0.911458625,NA,ART coverage,15-49 years
