intervention_year,indicator,year,parameter_set,scenario,value
2045,Prop1stHIVtestsPos,2005,1,intervention,0.187302
2045,Prop1stHIVtestsPos,2005,1,baseline,0.187302
2045,Prop1stHIVtestsPos,2005,2,intervention,0.189726
2045,Prop1stHIVtestsPos,2005,2,baseline,0.189726
2045,Prop1stHIVtestsPos,2006,1,intervention,0.201363
2045,Prop1stHIVtestsPos,2006,1,baseline,0.201363
2045,Prop1stHIVtestsPos,2006,2,intervention,0.20378
2045,Prop1stHIVtestsPos,2006,2,baseline,0.20378
2045,Prop1stHIVtestsPos,2007,1,intervention,0.191171
2045,Prop1stHIVtestsPos,2007,1,baseline,0.191171
2045,Prop1stHIVtestsPos,2007,2,intervention,0.193937
2045,Prop1stHIVtestsPos,2007,2,baseline,0.193937
2045,Prop1stHIVtestsPos,2008,1,intervention,0.15486
2045,Prop1stHIVtestsPos,2008,1,baseline,0.15486
2045,Prop1stHIVtestsPos,2008,2,intervention,0.157988
2045,Prop1stHIVtestsPos,2008,2,baseline,0.157988
2045,Prop1stHIVtestsPos,2009,1,intervention,0.0987424
2045,Prop1stHIVtestsPos,2009,1,baseline,0.0987424
2045,Prop1stHIVtestsPos,2009,2,intervention,0.102287
2045,Prop1stHIVtestsPos,2009,2,baseline,0.102287
2045,Prop1stHIVtestsPos,2010,1,intervention,0.0686953
2045,Prop1stHIVtestsPos,2010,1,baseline,0.0686953
2045,Prop1stHIVtestsPos,2010,2,intervention,0.0707828
2045,Prop1stHIVtestsPos,2010,2,baseline,0.0707828
2045,Prop1stHIVtestsPos,2011,1,intervention,0.0594993
2045,Prop1stHIVtestsPos,2011,1,baseline,0.0594993
2045,Prop1stHIVtestsPos,2011,2,intervention,0.0604901
2045,Prop1stHIVtestsPos,2011,2,baseline,0.0604901
2045,Prop1stHIVtestsPos,2012,1,intervention,0.0496959
2045,Prop1stHIVtestsPos,2012,1,baseline,0.0496959
2045,Prop1stHIVtestsPos,2012,2,intervention,0.0500381
2045,Prop1stHIVtestsPos,2012,2,baseline,0.0500381
2045,Prop1stHIVtestsPos,2013,1,intervention,0.0477841
2045,Prop1stHIVtestsPos,2013,1,baseline,0.0477841
2045,Prop1stHIVtestsPos,2013,2,intervention,0.0474858
2045,Prop1stHIVtestsPos,2013,2,baseline,0.0474858
2045,Prop1stHIVtestsPos,2014,1,intervention,0.0417954
2045,Prop1stHIVtestsPos,2014,1,baseline,0.0417954
2045,Prop1stHIVtestsPos,2014,2,intervention,0.0415027
2045,Prop1stHIVtestsPos,2014,2,baseline,0.0415027
2045,Prop1stHIVtestsPos,2015,1,intervention,0.0332839
2045,Prop1stHIVtestsPos,2015,1,baseline,0.0332839
2045,Prop1stHIVtestsPos,2015,2,intervention,0.0331032
2045,Prop1stHIVtestsPos,2015,2,baseline,0.0331032
2045,Prop1stHIVtestsPos,2016,1,intervention,0.0275437
2045,Prop1stHIVtestsPos,2016,1,baseline,0.0275437
2045,Prop1stHIVtestsPos,2016,2,intervention,0.027366
2045,Prop1stHIVtestsPos,2016,2,baseline,0.027366
2045,Prop1stHIVtestsPos,2017,1,intervention,0.0245612
2045,Prop1stHIVtestsPos,2017,1,baseline,0.0245612
2045,Prop1stHIVtestsPos,2017,2,intervention,0.0243247
2045,Prop1stHIVtestsPos,2017,2,baseline,0.0243247
2045,Prop1stHIVtestsPos,2018,1,intervention,0.0212544
2045,Prop1stHIVtestsPos,2018,1,baseline,0.0212544
2045,Prop1stHIVtestsPos,2018,2,intervention,0.0210602
2045,Prop1stHIVtestsPos,2018,2,baseline,0.0210602
2045,Prop1stHIVtestsPos,2019,1,intervention,0.0165676
2045,Prop1stHIVtestsPos,2019,1,baseline,0.0165676
2045,Prop1stHIVtestsPos,2019,2,intervention,0.0164903
2045,Prop1stHIVtestsPos,2019,2,baseline,0.0164903
2045,Prop1stHIVtestsPos,2020,1,intervention,0.0152275
2045,Prop1stHIVtestsPos,2020,1,baseline,0.0152275
2045,Prop1stHIVtestsPos,2020,2,intervention,0.0150717
2045,Prop1stHIVtestsPos,2020,2,baseline,0.0150717
2045,Prop1stHIVtestsPos,2021,1,intervention,0.0138384
2045,Prop1stHIVtestsPos,2021,1,baseline,0.0138384
2045,Prop1stHIVtestsPos,2021,2,intervention,0.0145232
2045,Prop1stHIVtestsPos,2021,2,baseline,0.0145232
2045,Prop1stHIVtestsPos,2022,1,intervention,0.0118887
2045,Prop1stHIVtestsPos,2022,1,baseline,0.0118887
2045,Prop1stHIVtestsPos,2022,2,intervention,0.0133152
2045,Prop1stHIVtestsPos,2022,2,baseline,0.0133152
2045,Prop1stHIVtestsPos,2023,1,intervention,0.0104795
2045,Prop1stHIVtestsPos,2023,1,baseline,0.0104795
2045,Prop1stHIVtestsPos,2023,2,intervention,0.0121916
2045,Prop1stHIVtestsPos,2023,2,baseline,0.0121916
2045,Prop1stHIVtestsPos,2024,1,intervention,0.0094745
2045,Prop1stHIVtestsPos,2024,1,baseline,0.0094745
2045,Prop1stHIVtestsPos,2024,2,intervention,0.0112102
2045,Prop1stHIVtestsPos,2024,2,baseline,0.0112102
2045,Prop1stHIVtestsPos,2025,1,intervention,0.00873983
2045,Prop1stHIVtestsPos,2025,1,baseline,0.00873983
2045,Prop1stHIVtestsPos,2025,2,intervention,0.0104081
2045,Prop1stHIVtestsPos,2025,2,baseline,0.0104081
2045,Prop1stHIVtestsPos,2026,1,intervention,0.00818722
2045,Prop1stHIVtestsPos,2026,1,baseline,0.00818722
2045,Prop1stHIVtestsPos,2026,2,intervention,0.00977145
2045,Prop1stHIVtestsPos,2026,2,baseline,0.00977145
2045,Prop1stHIVtestsPos,2027,1,intervention,0.00774896
2045,Prop1stHIVtestsPos,2027,1,baseline,0.00774896
2045,Prop1stHIVtestsPos,2027,2,intervention,0.00925038
2045,Prop1stHIVtestsPos,2027,2,baseline,0.00925038
2045,Prop1stHIVtestsPos,2028,1,intervention,0.00736583
2045,Prop1stHIVtestsPos,2028,1,baseline,0.00736583
2045,Prop1stHIVtestsPos,2028,2,intervention,0.0087856
2045,Prop1stHIVtestsPos,2028,2,baseline,0.0087856
2045,Prop1stHIVtestsPos,2029,1,intervention,0.0070113
2045,Prop1stHIVtestsPos,2029,1,baseline,0.0070113
2045,Prop1stHIVtestsPos,2029,2,intervention,0.00835199
2045,Prop1stHIVtestsPos,2029,2,baseline,0.00835199
2045,Prop1stHIVtestsPos,2030,1,intervention,0.00667605
2045,Prop1stHIVtestsPos,2030,1,baseline,0.00667605
2045,Prop1stHIVtestsPos,2030,2,intervention,0.00794118
2045,Prop1stHIVtestsPos,2030,2,baseline,0.00794118
2045,Prop1stHIVtestsPos,2031,1,intervention,0.00635708
2045,Prop1stHIVtestsPos,2031,1,baseline,0.00635708
2045,Prop1stHIVtestsPos,2031,2,intervention,0.00755032
2045,Prop1stHIVtestsPos,2031,2,baseline,0.00755032
2045,Prop1stHIVtestsPos,2032,1,intervention,0.00605312
2045,Prop1stHIVtestsPos,2032,1,baseline,0.00605312
2045,Prop1stHIVtestsPos,2032,2,intervention,0.00717819
2045,Prop1stHIVtestsPos,2032,2,baseline,0.00717819
2045,Prop1stHIVtestsPos,2033,1,intervention,0.00576287
2045,Prop1stHIVtestsPos,2033,1,baseline,0.00576287
2045,Prop1stHIVtestsPos,2033,2,intervention,0.00682324
2045,Prop1stHIVtestsPos,2033,2,baseline,0.00682324
2045,Prop1stHIVtestsPos,2034,1,intervention,0.00548524
2045,Prop1stHIVtestsPos,2034,1,baseline,0.00548524
2045,Prop1stHIVtestsPos,2034,2,intervention,0.00648415
2045,Prop1stHIVtestsPos,2034,2,baseline,0.00648415
2045,Prop1stHIVtestsPos,2035,1,intervention,0.0052195
2045,Prop1stHIVtestsPos,2035,1,baseline,0.0052195
2045,Prop1stHIVtestsPos,2035,2,intervention,0.00616001
2045,Prop1stHIVtestsPos,2035,2,baseline,0.00616001
2045,Prop1stHIVtestsPos,2036,1,intervention,0.00496598
2045,Prop1stHIVtestsPos,2036,1,baseline,0.00496598
2045,Prop1stHIVtestsPos,2036,2,intervention,0.00585135
2045,Prop1stHIVtestsPos,2036,2,baseline,0.00585135
2045,Prop1stHIVtestsPos,2037,1,intervention,0.00472529
2045,Prop1stHIVtestsPos,2037,1,baseline,0.00472529
2045,Prop1stHIVtestsPos,2037,2,intervention,0.00555906
2045,Prop1stHIVtestsPos,2037,2,baseline,0.00555906
2045,Prop1stHIVtestsPos,2038,1,intervention,0.00449749
2045,Prop1stHIVtestsPos,2038,1,baseline,0.00449749
2045,Prop1stHIVtestsPos,2038,2,intervention,0.00528309
2045,Prop1stHIVtestsPos,2038,2,baseline,0.00528309
2045,Prop1stHIVtestsPos,2039,1,intervention,0.00428233
2045,Prop1stHIVtestsPos,2039,1,baseline,0.00428233
2045,Prop1stHIVtestsPos,2039,2,intervention,0.00502302
2045,Prop1stHIVtestsPos,2039,2,baseline,0.00502302
2045,Prop1stHIVtestsPos,2040,1,intervention,0.00407933
2045,Prop1stHIVtestsPos,2040,1,baseline,0.00407933
2045,Prop1stHIVtestsPos,2040,2,intervention,0.00477816
2045,Prop1stHIVtestsPos,2040,2,baseline,0.00477816
2045,Prop1stHIVtestsPos,2041,1,intervention,0.0038879
2045,Prop1stHIVtestsPos,2041,1,baseline,0.0038879
2045,Prop1stHIVtestsPos,2041,2,intervention,0.00454765
2045,Prop1stHIVtestsPos,2041,2,baseline,0.00454765
2045,Prop1stHIVtestsPos,2042,1,intervention,0.00370704
2045,Prop1stHIVtestsPos,2042,1,baseline,0.00370704
2045,Prop1stHIVtestsPos,2042,2,intervention,0.00433014
2045,Prop1stHIVtestsPos,2042,2,baseline,0.00433014
2045,Prop1stHIVtestsPos,2043,1,intervention,0.00353629
2045,Prop1stHIVtestsPos,2043,1,baseline,0.00353629
2045,Prop1stHIVtestsPos,2043,2,intervention,0.00412506
2045,Prop1stHIVtestsPos,2043,2,baseline,0.00412506
2045,Prop1stHIVtestsPos,2044,1,intervention,0.00337528
2045,Prop1stHIVtestsPos,2044,1,baseline,0.00337528
2045,Prop1stHIVtestsPos,2044,2,intervention,0.00393199
2045,Prop1stHIVtestsPos,2044,2,baseline,0.00393199
2045,Prop1stHIVtestsPos,2045,1,intervention,0.00602953
2045,Prop1stHIVtestsPos,2045,1,baseline,0.00322342
2045,Prop1stHIVtestsPos,2045,2,intervention,0.00653608
2045,Prop1stHIVtestsPos,2045,2,baseline,0.00375015
2045,Prop1stHIVtestsPos,2046,1,intervention,0.0075162
2045,Prop1stHIVtestsPos,2046,1,baseline,0.00308002
2045,Prop1stHIVtestsPos,2046,2,intervention,0.00785285
2045,Prop1stHIVtestsPos,2046,2,baseline,0.00357865
2045,Prop1stHIVtestsPos,2047,1,intervention,0.00896998
2045,Prop1stHIVtestsPos,2047,1,baseline,0.00294428
2045,Prop1stHIVtestsPos,2047,2,intervention,0.00914641
2045,Prop1stHIVtestsPos,2047,2,baseline,0.00341649
2045,Prop1stHIVtestsPos,2048,1,intervention,0.0102038
2045,Prop1stHIVtestsPos,2048,1,baseline,0.00281565
2045,Prop1stHIVtestsPos,2048,2,intervention,0.0102406
2045,Prop1stHIVtestsPos,2048,2,baseline,0.00326298
2045,Prop1stHIVtestsPos,2049,1,intervention,0.0111834
2045,Prop1stHIVtestsPos,2049,1,baseline,0.00269365
2045,Prop1stHIVtestsPos,2049,2,intervention,0.0111072
2045,Prop1stHIVtestsPos,2049,2,baseline,0.00311755
2045,Prop1stHIVtestsPos,2050,1,intervention,0.0119187
2045,Prop1stHIVtestsPos,2050,1,baseline,0.0025778
2045,Prop1stHIVtestsPos,2050,2,intervention,0.0117525
2045,Prop1stHIVtestsPos,2050,2,baseline,0.00297962
2045,Prop1stHIVtestsPos,2051,1,intervention,0.0124403
2045,Prop1stHIVtestsPos,2051,1,baseline,0.00246764
2045,Prop1stHIVtestsPos,2051,2,intervention,0.0122019
2045,Prop1stHIVtestsPos,2051,2,baseline,0.00284862
2045,Prop1stHIVtestsPos,2052,1,intervention,0.0127892
2045,Prop1stHIVtestsPos,2052,1,baseline,0.00236274
2045,Prop1stHIVtestsPos,2052,2,intervention,0.0124899
2045,Prop1stHIVtestsPos,2052,2,baseline,0.00272404
2045,Prop1stHIVtestsPos,2053,1,intervention,0.0130055
2045,Prop1stHIVtestsPos,2053,1,baseline,0.00226276
2045,Prop1stHIVtestsPos,2053,2,intervention,0.0126515
2045,Prop1stHIVtestsPos,2053,2,baseline,0.00260545
2045,Prop1stHIVtestsPos,2054,1,intervention,0.0131234
2045,Prop1stHIVtestsPos,2054,1,baseline,0.00216737
2045,Prop1stHIVtestsPos,2054,2,intervention,0.0127182
2045,Prop1stHIVtestsPos,2054,2,baseline,0.00249247
2045,Prop1stHIVtestsPos,2055,1,intervention,0.0131705
2045,Prop1stHIVtestsPos,2055,1,baseline,0.00207632
2045,Prop1stHIVtestsPos,2055,2,intervention,0.0127155
2045,Prop1stHIVtestsPos,2055,2,baseline,0.00238478
2045,Prop1stHIVtestsPos,2056,1,intervention,0.0131677
2045,Prop1stHIVtestsPos,2056,1,baseline,0.00198935
2045,Prop1stHIVtestsPos,2056,2,intervention,0.0126639
2045,Prop1stHIVtestsPos,2056,2,baseline,0.00228208
2045,Prop1stHIVtestsPos,2057,1,intervention,0.0131306
2045,Prop1stHIVtestsPos,2057,1,baseline,0.00190624
2045,Prop1stHIVtestsPos,2057,2,intervention,0.0125785
2045,Prop1stHIVtestsPos,2057,2,baseline,0.0021841
2045,Prop1stHIVtestsPos,2058,1,intervention,0.0130703
2045,Prop1stHIVtestsPos,2058,1,baseline,0.00182678
2045,Prop1stHIVtestsPos,2058,2,intervention,0.0124706
2045,Prop1stHIVtestsPos,2058,2,baseline,0.00209059
2045,Prop1stHIVtestsPos,2059,1,intervention,0.0129952
2045,Prop1stHIVtestsPos,2059,1,baseline,0.00175078
2045,Prop1stHIVtestsPos,2059,2,intervention,0.0123484
2045,Prop1stHIVtestsPos,2059,2,baseline,0.00200132
2045,Prop1stHIVtestsPos,2060,1,intervention,0.0129112
2045,Prop1stHIVtestsPos,2060,1,baseline,0.00167806
2045,Prop1stHIVtestsPos,2060,2,intervention,0.0122179
2045,Prop1stHIVtestsPos,2060,2,baseline,0.00191607
2045,Prop1stHIVtestsPos,2061,1,intervention,0.0128226
2045,Prop1stHIVtestsPos,2061,1,baseline,0.00160846
2045,Prop1stHIVtestsPos,2061,2,intervention,0.0120836
2045,Prop1stHIVtestsPos,2061,2,baseline,0.00183466
2045,Prop1stHIVtestsPos,2062,1,intervention,0.0127327
2045,Prop1stHIVtestsPos,2062,1,baseline,0.00154184
2045,Prop1stHIVtestsPos,2062,2,intervention,0.0119485
2045,Prop1stHIVtestsPos,2062,2,baseline,0.00175689
2045,Prop1stHIVtestsPos,2063,1,intervention,0.0126434
2045,Prop1stHIVtestsPos,2063,1,baseline,0.00147804
2045,Prop1stHIVtestsPos,2063,2,intervention,0.0118147
2045,Prop1stHIVtestsPos,2063,2,baseline,0.00168259
2045,Prop1stHIVtestsPos,2064,1,intervention,0.0125561
2045,Prop1stHIVtestsPos,2064,1,baseline,0.00141694
2045,Prop1stHIVtestsPos,2064,2,intervention,0.0116835
2045,Prop1stHIVtestsPos,2064,2,baseline,0.00161159
2045,Prop1stHIVtestsPos,2065,1,intervention,0.0124717
2045,Prop1stHIVtestsPos,2065,1,baseline,0.00135842
2045,Prop1stHIVtestsPos,2065,2,intervention,0.0115558
2045,Prop1stHIVtestsPos,2065,2,baseline,0.00154374
2045,Prop1stHIVtestsPos,2066,1,intervention,0.012391
2045,Prop1stHIVtestsPos,2066,1,baseline,0.00130236
2045,Prop1stHIVtestsPos,2066,2,intervention,0.0114323
2045,Prop1stHIVtestsPos,2066,2,baseline,0.00147891
2045,Prop1stHIVtestsPos,2067,1,intervention,0.0123143
2045,Prop1stHIVtestsPos,2067,1,baseline,0.00124866
2045,Prop1stHIVtestsPos,2067,2,intervention,0.0113135
2045,Prop1stHIVtestsPos,2067,2,baseline,0.00141695
2045,Prop1stHIVtestsPos,2068,1,intervention,0.0122419
2045,Prop1stHIVtestsPos,2068,1,baseline,0.00119721
2045,Prop1stHIVtestsPos,2068,2,intervention,0.0111993
2045,Prop1stHIVtestsPos,2068,2,baseline,0.00135775
2045,Prop1stHIVtestsPos,2069,1,intervention,0.0121736
2045,Prop1stHIVtestsPos,2069,1,baseline,0.00114794
2045,Prop1stHIVtestsPos,2069,2,intervention,0.01109
2045,Prop1stHIVtestsPos,2069,2,baseline,0.0013012
2045,Prop1stHIVtestsPos,2070,1,intervention,0.0121096
2045,Prop1stHIVtestsPos,2070,1,baseline,0.00110074
2045,Prop1stHIVtestsPos,2070,2,intervention,0.0109855
2045,Prop1stHIVtestsPos,2070,2,baseline,0.00124719
2045,NewDiagnosesPregnancy,1985,1,intervention,0
2045,NewDiagnosesPregnancy,1985,1,baseline,0
2045,NewDiagnosesPregnancy,1985,2,intervention,0
2045,NewDiagnosesPregnancy,1985,2,baseline,0
2045,NewDiagnosesPregnancy,1986,1,intervention,0
2045,NewDiagnosesPregnancy,1986,1,baseline,0
2045,NewDiagnosesPregnancy,1986,2,intervention,0
2045,NewDiagnosesPregnancy,1986,2,baseline,0
2045,NewDiagnosesPregnancy,1987,1,intervention,0
2045,NewDiagnosesPregnancy,1987,1,baseline,0
2045,NewDiagnosesPregnancy,1987,2,intervention,0
2045,NewDiagnosesPregnancy,1987,2,baseline,0
2045,NewDiagnosesPregnancy,1988,1,intervention,0
2045,NewDiagnosesPregnancy,1988,1,baseline,0
2045,NewDiagnosesPregnancy,1988,2,intervention,0
2045,NewDiagnosesPregnancy,1988,2,baseline,0
2045,NewDiagnosesPregnancy,1989,1,intervention,0
2045,NewDiagnosesPregnancy,1989,1,baseline,0
2045,NewDiagnosesPregnancy,1989,2,intervention,0
2045,NewDiagnosesPregnancy,1989,2,baseline,0
2045,NewDiagnosesPregnancy,1990,1,intervention,0
2045,NewDiagnosesPregnancy,1990,1,baseline,0
2045,NewDiagnosesPregnancy,1990,2,intervention,0
2045,NewDiagnosesPregnancy,1990,2,baseline,0
2045,NewDiagnosesPregnancy,1991,1,intervention,0
2045,NewDiagnosesPregnancy,1991,1,baseline,0
2045,NewDiagnosesPregnancy,1991,2,intervention,0
2045,NewDiagnosesPregnancy,1991,2,baseline,0
2045,NewDiagnosesPregnancy,1992,1,intervention,0
2045,NewDiagnosesPregnancy,1992,1,baseline,0
2045,NewDiagnosesPregnancy,1992,2,intervention,0
2045,NewDiagnosesPregnancy,1992,2,baseline,0
2045,NewDiagnosesPregnancy,1993,1,intervention,0
2045,NewDiagnosesPregnancy,1993,1,baseline,0
2045,NewDiagnosesPregnancy,1993,2,intervention,0
2045,NewDiagnosesPregnancy,1993,2,baseline,0
2045,NewDiagnosesPregnancy,1994,1,intervention,0
2045,NewDiagnosesPregnancy,1994,1,baseline,0
2045,NewDiagnosesPregnancy,1994,2,intervention,0
2045,NewDiagnosesPregnancy,1994,2,baseline,0
2045,NewDiagnosesPregnancy,1995,1,intervention,0
2045,NewDiagnosesPregnancy,1995,1,baseline,0
2045,NewDiagnosesPregnancy,1995,2,intervention,0
2045,NewDiagnosesPregnancy,1995,2,baseline,0
2045,NewDiagnosesPregnancy,1996,1,intervention,0
2045,NewDiagnosesPregnancy,1996,1,baseline,0
2045,NewDiagnosesPregnancy,1996,2,intervention,0
2045,NewDiagnosesPregnancy,1996,2,baseline,0
2045,NewDiagnosesPregnancy,1997,1,intervention,0
2045,NewDiagnosesPregnancy,1997,1,baseline,0
2045,NewDiagnosesPregnancy,1997,2,intervention,0
2045,NewDiagnosesPregnancy,1997,2,baseline,0
2045,NewDiagnosesPregnancy,1998,1,intervention,0
2045,NewDiagnosesPregnancy,1998,1,baseline,0
2045,NewDiagnosesPregnancy,1998,2,intervention,0
2045,NewDiagnosesPregnancy,1998,2,baseline,0
2045,NewDiagnosesPregnancy,1999,1,intervention,1524.31
2045,NewDiagnosesPregnancy,1999,1,baseline,1524.31
2045,NewDiagnosesPregnancy,1999,2,intervention,1451.89
2045,NewDiagnosesPregnancy,1999,2,baseline,1451.89
2045,NewDiagnosesPregnancy,2000,1,intervention,5146.58
2045,NewDiagnosesPregnancy,2000,1,baseline,5146.58
2045,NewDiagnosesPregnancy,2000,2,intervention,4906.65
2045,NewDiagnosesPregnancy,2000,2,baseline,4906.65
2045,NewDiagnosesPregnancy,2001,1,intervention,13789.3
2045,NewDiagnosesPregnancy,2001,1,baseline,13789.3
2045,NewDiagnosesPregnancy,2001,2,intervention,13175.8
2045,NewDiagnosesPregnancy,2001,2,baseline,13175.8
2045,NewDiagnosesPregnancy,2002,1,intervention,29115.3
2045,NewDiagnosesPregnancy,2002,1,baseline,29115.3
2045,NewDiagnosesPregnancy,2002,2,intervention,27925
2045,NewDiagnosesPregnancy,2002,2,baseline,27925
2045,NewDiagnosesPregnancy,2003,1,intervention,59404.3
2045,NewDiagnosesPregnancy,2003,1,baseline,59404.3
2045,NewDiagnosesPregnancy,2003,2,intervention,57211.7
2045,NewDiagnosesPregnancy,2003,2,baseline,57211.7
2045,NewDiagnosesPregnancy,2004,1,intervention,82170.3
2045,NewDiagnosesPregnancy,2004,1,baseline,82170.3
2045,NewDiagnosesPregnancy,2004,2,intervention,79452.9
2045,NewDiagnosesPregnancy,2004,2,baseline,79452.9
2045,NewDiagnosesPregnancy,2005,1,intervention,102226
2045,NewDiagnosesPregnancy,2005,1,baseline,102226
2045,NewDiagnosesPregnancy,2005,2,intervention,99212
2045,NewDiagnosesPregnancy,2005,2,baseline,99212
2045,NewDiagnosesPregnancy,2006,1,intervention,124941
2045,NewDiagnosesPregnancy,2006,1,baseline,124941
2045,NewDiagnosesPregnancy,2006,2,intervention,121645
2045,NewDiagnosesPregnancy,2006,2,baseline,121645
2045,NewDiagnosesPregnancy,2007,1,intervention,132138
2045,NewDiagnosesPregnancy,2007,1,baseline,132138
2045,NewDiagnosesPregnancy,2007,2,intervention,128904
2045,NewDiagnosesPregnancy,2007,2,baseline,128904
2045,NewDiagnosesPregnancy,2008,1,intervention,123516
2045,NewDiagnosesPregnancy,2008,1,baseline,123516
2045,NewDiagnosesPregnancy,2008,2,intervention,120490
2045,NewDiagnosesPregnancy,2008,2,baseline,120490
2045,NewDiagnosesPregnancy,2009,1,intervention,103771
2045,NewDiagnosesPregnancy,2009,1,baseline,103771
2045,NewDiagnosesPregnancy,2009,2,intervention,100710
2045,NewDiagnosesPregnancy,2009,2,baseline,100710
2045,NewDiagnosesPregnancy,2010,1,intervention,81394.2
2045,NewDiagnosesPregnancy,2010,1,baseline,81394.2
2045,NewDiagnosesPregnancy,2010,2,intervention,77807.1
2045,NewDiagnosesPregnancy,2010,2,baseline,77807.1
2045,NewDiagnosesPregnancy,2011,1,intervention,65631.3
2045,NewDiagnosesPregnancy,2011,1,baseline,65631.3
2045,NewDiagnosesPregnancy,2011,2,intervention,61549.9
2045,NewDiagnosesPregnancy,2011,2,baseline,61549.9
2045,NewDiagnosesPregnancy,2012,1,intervention,56480.5
2045,NewDiagnosesPregnancy,2012,1,baseline,56480.5
2045,NewDiagnosesPregnancy,2012,2,intervention,52259.6
2045,NewDiagnosesPregnancy,2012,2,baseline,52259.6
2045,NewDiagnosesPregnancy,2013,1,intervention,51680.6
2045,NewDiagnosesPregnancy,2013,1,baseline,51680.6
2045,NewDiagnosesPregnancy,2013,2,intervention,47473.2
2045,NewDiagnosesPregnancy,2013,2,baseline,47473.2
2045,NewDiagnosesPregnancy,2014,1,intervention,48022.2
2045,NewDiagnosesPregnancy,2014,1,baseline,48022.2
2045,NewDiagnosesPregnancy,2014,2,intervention,43957.2
2045,NewDiagnosesPregnancy,2014,2,baseline,43957.2
2045,NewDiagnosesPregnancy,2015,1,intervention,42308.1
2045,NewDiagnosesPregnancy,2015,1,baseline,42308.1
2045,NewDiagnosesPregnancy,2015,2,intervention,38514.4
2045,NewDiagnosesPregnancy,2015,2,baseline,38514.4
2045,NewDiagnosesPregnancy,2016,1,intervention,35817.5
2045,NewDiagnosesPregnancy,2016,1,baseline,35817.5
2045,NewDiagnosesPregnancy,2016,2,intervention,32379.6
2045,NewDiagnosesPregnancy,2016,2,baseline,32379.6
2045,NewDiagnosesPregnancy,2017,1,intervention,31528.7
2045,NewDiagnosesPregnancy,2017,1,baseline,31528.7
2045,NewDiagnosesPregnancy,2017,2,intervention,28366.4
2045,NewDiagnosesPregnancy,2017,2,baseline,28366.4
2045,NewDiagnosesPregnancy,2018,1,intervention,28005.8
2045,NewDiagnosesPregnancy,2018,1,baseline,28005.8
2045,NewDiagnosesPregnancy,2018,2,intervention,25141.6
2045,NewDiagnosesPregnancy,2018,2,baseline,25141.6
2045,NewDiagnosesPregnancy,2019,1,intervention,24030
2045,NewDiagnosesPregnancy,2019,1,baseline,24030
2045,NewDiagnosesPregnancy,2019,2,intervention,21506
2045,NewDiagnosesPregnancy,2019,2,baseline,21506
2045,NewDiagnosesPregnancy,2020,1,intervention,21928
2045,NewDiagnosesPregnancy,2020,1,baseline,21928
2045,NewDiagnosesPregnancy,2020,2,intervention,19651.2
2045,NewDiagnosesPregnancy,2020,2,baseline,19651.2
2045,NewDiagnosesPregnancy,2021,1,intervention,20682.8
2045,NewDiagnosesPregnancy,2021,1,baseline,20682.8
2045,NewDiagnosesPregnancy,2021,2,intervention,19096.7
2045,NewDiagnosesPregnancy,2021,2,baseline,19096.7
2045,NewDiagnosesPregnancy,2022,1,intervention,18576.1
2045,NewDiagnosesPregnancy,2022,1,baseline,18576.1
2045,NewDiagnosesPregnancy,2022,2,intervention,17990.5
2045,NewDiagnosesPregnancy,2022,2,baseline,17990.5
2045,NewDiagnosesPregnancy,2023,1,intervention,16692.5
2045,NewDiagnosesPregnancy,2023,1,baseline,16692.5
2045,NewDiagnosesPregnancy,2023,2,intervention,16635.1
2045,NewDiagnosesPregnancy,2023,2,baseline,16635.1
2045,NewDiagnosesPregnancy,2024,1,intervention,15435.1
2045,NewDiagnosesPregnancy,2024,1,baseline,15435.1
2045,NewDiagnosesPregnancy,2024,2,intervention,15526.2
2045,NewDiagnosesPregnancy,2024,2,baseline,15526.2
2045,NewDiagnosesPregnancy,2025,1,intervention,14573.8
2045,NewDiagnosesPregnancy,2025,1,baseline,14573.8
2045,NewDiagnosesPregnancy,2025,2,intervention,14684.6
2045,NewDiagnosesPregnancy,2025,2,baseline,14684.6
2045,NewDiagnosesPregnancy,2026,1,intervention,13906
2045,NewDiagnosesPregnancy,2026,1,baseline,13906
2045,NewDiagnosesPregnancy,2026,2,intervention,13993
2045,NewDiagnosesPregnancy,2026,2,baseline,13993
2045,NewDiagnosesPregnancy,2027,1,intervention,13342.9
2045,NewDiagnosesPregnancy,2027,1,baseline,13342.9
2045,NewDiagnosesPregnancy,2027,2,intervention,13390
2045,NewDiagnosesPregnancy,2027,2,baseline,13390
2045,NewDiagnosesPregnancy,2028,1,intervention,12816.2
2045,NewDiagnosesPregnancy,2028,1,baseline,12816.2
2045,NewDiagnosesPregnancy,2028,2,intervention,12820.9
2045,NewDiagnosesPregnancy,2028,2,baseline,12820.9
2045,NewDiagnosesPregnancy,2029,1,intervention,12290.9
2045,NewDiagnosesPregnancy,2029,1,baseline,12290.9
2045,NewDiagnosesPregnancy,2029,2,intervention,12255.9
2045,NewDiagnosesPregnancy,2029,2,baseline,12255.9
2045,NewDiagnosesPregnancy,2030,1,intervention,11760.2
2045,NewDiagnosesPregnancy,2030,1,baseline,11760.2
2045,NewDiagnosesPregnancy,2030,2,intervention,11689.3
2045,NewDiagnosesPregnancy,2030,2,baseline,11689.3
2045,NewDiagnosesPregnancy,2031,1,intervention,11228.6
2045,NewDiagnosesPregnancy,2031,1,baseline,11228.6
